X,Y,Z,SAMPLE_1,
633308.144066417,4212594.79734701,0,367.549865722656
633273.914370662,4212568.50183394,0,371.238586425781
633216.483199078,4212521.13513524,0,375.708129882812
633162.714096691,4212486.14180166,0,376.706909179688
633119.98512056,4212465.40119146,0,380.136169433594
633071.426628866,4212450.95227248,0,382.054840087891
633016.851568301,4212436.5925258,0,381.578247070312
632933.835347471,4212392.09720938,0,385.908050537109
632859.371880478,4212347.36175082,0,392.309539794922
632798.75516777,4212317.81440909,0,395.5849609375
632796.731958759,4212315.31533435,0,395.5849609375
632774.378633605,4212266.36446496,0,407.417938232422
632720.420105145,4212225.17301525,0,411.304107666016
632683.999796494,4212195.38143504,0,411.845153808594
632590.528790636,4212153.85845214,0,401.587341308594
632547.038133987,4212141.66151068,0,395.913482666016
632466.834343717,4212115.01075269,0,393.241943359375
632422.087874754,4212107.90381517,0,391.521850585938
632385.819492317,4212092.48584895,0,390.43310546875
632350.01065743,4212056.90945862,0,392.381195068359
632272.903893393,4211958.47936719,0,405.356262207031
632212.226192655,4211951.57931632,0,411.77001953125
632120.681919229,4211906.89496916,0,431.810882568359
632000.227931316,4211799.07652436,0,435.388824462891
631902.633042794,4211725.25343373,0,409.060150146484
631843.963506861,4211672.27862899,0,386.214416503906
631827.179357925,4211629.34456487,0,374.431091308594
631840.023349543,4211616.56641937,0,368.850799560547
631896.146098244,4211593.0620289,0,367.871459960938
631898.429048699,4211589.81849034,0,367.871459960938
631971.814323021,4211578.32787072,0,360.685943603516
631977.266321331,4211579.41933329,0,360.685943603516
632044.018298333,4211600.33392031,0,362.451049804688
632088.127403559,4211605.79586585,0,363.355072021484
632302.686292841,4211661.01922864,0,375.775329589844
632389.041617267,4211687.34999241,0,377.513122558594
632468.222798065,4211730.77307924,0,357.393096923828
632565.362945033,4211826.77143889,0,347.312591552734
632518.23451486,4211865.98617523,0,356.647155761719
632610.98010963,4211997.82946735,0,379.904602050781
632658.393176829,4212060.34911164,0,393.244445800781
632661.731579183,4212062.43323194,0,393.244445800781
632766.032067175,4212115.35766398,0,396.674926757812
632824.394145883,4212139.32902664,0,400.591552734375
632831.747129812,4212143.96338038,0,397.981719970703
632835.902742099,4212146.58365774,0,397.981719970703
632911.510344221,4212183.83606533,0,393.445617675781
632989.028893358,4212235.03642387,0,383.291809082031
632998.582509542,4212241.05659682,0,375.560607910156
633217.441426595,4212387.29354717,0,356.998443603516
633324.734128262,4212439.53648611,0,342.019714355469
633390.381388337,4212480.92133724,0,338.577880859375
