id,SAMPLE_1,X,Y
,423.782928466797,"631232","4213468"
,423.084167480469,"631224","4213565"
,394.965728759766,"631421","4213542"
,411.524017333984,"631424","4213668"
,417.18212890625,"631349","4213681"
,416.013916015625,"631429","4213698"
,415.426116943359,"631414","4213743"
