id,SAMPLE_1,X,Y
,390.43310546875,"632389","4212091"
,431.810882568359,"632121","4211904"
,411.77001953125,"632212","4211951"
,384.670074462891,"632221","4212149"
,381.327789306641,"632296","4212130"
,417.822631835938,"632214","4211948"
,410.027130126953,"632273","4211955"
,392.381195068359,"632350","4212056"
,381.327789306641,"632298","4212128"
