id,SAMPLE_1,X,Y
,379.035034179688,"633057","4212445"
,375.113616943359,"633057","4212407"
,375.458587646484,"633127","4212437"
,380.136169433594,"633123","4212459"
,376.706909179688,"633167","4212469"
,379.035034179688,"633051","4212427"
,372.517669677734,"633101","4212427"
