id,SAMPLE_1,X,Y
,395.5849609375,"632801","4212321"
,407.549346923828,"632827","4212269"
,402.742034912109,"632853","4212301"
,381.578247070312,"633019","4212433"
,397.543273925781,"632829","4212307"
,402.463653564453,"632819","4212287"
