id,SAMPLE_1,X,Y
,403.359893798828,"631708","4211872"
,369.925445556641,"631685","4212038"
,401.231994628906,"631894","4211969"
,372.395935058594,"631832","4212120"
,371.280029296875,"631681","4212034"
,400.857818603516,"632045","4212081"
,360.277465820312,"632161","4212290"
,377.146606445312,"632234","4212193"
,370.710540771484,"631971","4212197"
