id,SAMPLE_1,X,Y
,383.530334472656,"631721","4213942"
,375.182830810547,"631781","4213942"
,366.637359619141,"631799","4213995"
,371.538818359375,"631868","4213994"
,370.130218505859,"631919","4214051"
,373.273651123047,"631954","4214041"
