id,SAMPLE_1,X,Y
,388.546508789062,"631549","4213590"
,431.396453857422,"631669","4213489"
,366.140228271484,"631797","4213737"
,416.206237792969,"631878","4213629"
,396.904449462891,"631998","4213698"
,365.760406494141,"631812","4213756"
,428.858642578125,"631766","4213551"
,388.546508789062,"631549","4213586"
,388.991363525391,"631557","4213582"
,375.067932128906,"631677","4213671"
,369.993255615234,"631801","4213733"
