id,SAMPLE_1,X,Y
,386.214416503906,"631846","4211671"
,409.060150146484,"631904","4211722"
,394.938293457031,"631799","4211818"
,386.214416503906,"631846","4211671"
,405.956573486328,"631946","4211913"
,431.810882568359,"632124","4211906"
,384.670074462891,"632219","4212149"
