id,SAMPLE_1,X,Y
,375,"633192","4212457"
,365,"633206","4212398"
,370,"633276","4212508"
,360,"633269","4212436"
,375.305053710938,"633194","4212454"
,355.957580566406,"633327","4212473"
,368.977508544922,"633327","4212566"
,355.615936279297,"633355","4212515"
,367.235107421875,"633280","4212508"
