id,SAMPLE_1,X,Y
,402.742034912109,"632851","4212299"
,381.578247070312,"633017","4212431"
,393.726776123047,"632919","4212331"
,377.272521972656,"633029","4212399"
,380.136169433594,"633119","4212465"
,377.272521972656,"633025","4212403"
,387.383361816406,"632931","4212361"
,378.053802490234,"633067","4212427"
