id,SAMPLE_1,X,Y
,375.458587646484,"633129","4212439"
,376.706909179688,"633167","4212481"
,370.305053710938,"633187","4212451"
,366.2607421875,"633277","4212501"
,374.845245361328,"633241","4212537"
,367.549865722656,"633313","4212593"
,363.977508544922,"633329","4212569"
,373.448089599609,"633239","4212505"
,371.295593261719,"633279","4212537"
,374.046295166016,"633143","4212455"
