id,SAMPLE_1,X,Y
,416.013916015625,"631429","4213698"
,415.426116943359,"631414","4213742"
,407.458404541016,"631520","4213771"
,404.347961425781,"631540","4213828"
,398.046569824219,"631601","4213833"
,412.999694824219,"631429","4213755"
,407.241485595703,"631512","4213808"
,407.458404541016,"631520","4213770"
,402.254058837891,"631543","4213827"
,398.046569824219,"631602","4213833"
,392.951599121094,"631633","4213900"
