,UTM_X,UTM_Y,elevation,t,tt
0,630787.6883348726,4212470.111296126,175.0,4259436.29443123,616.2200612649322
1,630788.5927790094,4212468.790580628,174.1055,4259435.122219371,617.3922731243074
2,630789.4949592059,4212467.473171053,173.222,4259433.952941989,618.5615505063906
3,630790.3948754619,4212466.159067399,172.3495,4259432.786599077,619.7278934177011
4,630791.2925277777,4212464.848269667,171.488,4259431.62319064,620.8913018554449
5,630792.1879161535,4212463.540777854,170.6375,4259430.462716669,622.0517758261412
6,630793.0810405888,4212462.236591962,169.798,4259429.305177166,623.2093153288588
7,630793.971901084,4212460.935711992,168.96949999999998,4259428.150572128,624.3639203673229
8,630794.8604976389,4212459.638137944,168.15200000000002,4259426.998901553,625.5155909415334
9,630795.7468302535,4212458.343869816,167.3455,4259425.850165438,626.6643270570785
10,630796.6308989278,4212457.052907609,166.55,4259424.704363783,627.8101287120953
11,630797.5127036619,4212455.7652513245,165.7655,4259423.561496585,628.9529959103093
12,630798.3922444556,4212454.480900961,164.992,4259422.421563841,630.0929286535829
13,630799.2695213092,4212453.199856517,164.2295,4259421.284565548,631.229926946573
14,630800.1445342223,4212451.922117996,163.478,4259420.150501708,632.3639907874167
15,630801.0172831953,4212450.647685395,162.73749999999998,4259419.019372315,633.4951201798394
16,630801.8877682281,4212449.3765587155,162.008,4259417.891177369,634.6233151257038
17,630802.7559893206,4212448.108737957,161.2895,4259416.765916868,635.7485756268725
18,630803.6219464728,4212446.844223119,160.582,4259415.643590809,636.8709016861394
19,630804.4856396847,4212445.583014203,159.8855,4259414.524199191,637.9902933044359
20,630805.3470689564,4212444.3251112085,159.20000000000002,4259413.407742011,639.1067504836246
21,630806.2062342877,4212443.070514135,158.5255,4259412.2942192685,640.2202732264996
22,630807.0631356788,4212441.819222982,157.862,4259411.183630959,641.3308615358546
23,630807.9177731297,4212440.57123775,157.20950000000002,4259410.075977082,642.4385154126212
24,630808.7701466401,4212439.32655844,156.56799999999998,4259408.971257637,643.5432348577306
25,630809.6202562104,4212438.085185051,155.9375,4259407.86947262,644.645019874908
26,630810.4681018406,4212436.847117582,155.318,4259406.770622029,645.7438704660162
27,630811.3136835303,4212435.612356035,154.7095,4259405.674705862,646.8397866329178
28,630812.1570012798,4212434.38090041,154.112,4259404.58172412,647.9327683746815
29,630812.9980550889,4212433.152750705,153.52549999999997,4259403.491676798,649.0228156968951
30,630813.8368449579,4212431.927906922,152.95,4259402.4045638945,650.1099286004901
31,630814.6733708866,4212430.706369059,152.38549999999998,4259401.320385407,651.1941070882604
32,630815.5076328751,4212429.488137118,151.832,4259400.239141335,652.2753511602059
33,630816.3396309232,4212428.273211098,151.28949999999998,4259399.160831677,653.3536608181894
34,630817.1693650312,4212427.061590998,150.75799999999998,4259398.085456428,654.4290360668674
35,630817.9968351988,4212425.853276821,150.23749999999998,4259397.01301559,655.5014769053087
36,630818.8220414262,4212424.648268564,149.728,4259395.943509158,656.5709833372384
37,630819.6449837135,4212423.446566229,149.22949999999997,4259394.876937132,657.6375553626567
38,630820.4656620602,4212422.248169814,148.74200000000002,4259393.813299509,658.7011929862201
39,630821.2840764667,4212421.053079321,148.26549999999997,4259392.752596287,659.7618962079287
