,UTM_X,UTM_Y,elevation,t,tt
0,630776.3686335369,4212486.640901842,395.0,4259450.9654417895,601.5490507055074
1,630777.2742096437,4212485.318533384,394.1055,4259449.791759336,602.7227331586182
2,630778.1797857506,4212483.996164927,393.222,4259448.618077164,603.8964153314009
3,630779.0853618573,4212482.67379647,392.3495,4259447.44439527,605.0700972247869
4,630779.9909379641,4212481.351428013,391.488,4259446.270713657,606.2437788378447
5,630780.8965140712,4212480.029059555,390.63749999999993,4259445.097032322,607.4174601733685
6,630781.8020901779,4212478.706691098,389.79799999999994,4259443.923351268,608.5911412267014
7,630782.7076662848,4212477.384322641,388.9694999999999,4259442.749670493,609.764822001569
8,630783.6132423917,4212476.0619541835,388.15200000000004,4259441.575989998,610.9385024970397
9,630784.5188184986,4212474.739585726,387.3455,4259440.402309782,612.1121827131137
10,630785.4243946054,4212473.41721727,386.55,4259439.228629847,613.2858626479283
11,630786.3299707123,4212472.094848812,385.7655,4259438.05495019,614.4595423052087
12,630787.2355468192,4212470.772480354,384.992,4259436.881270812,615.6332216830924
13,630788.1411229259,4212469.450111897,384.2295,4259435.707591716,616.8069007787853
14,630789.0466990329,4212468.12774344,383.47799999999995,4259434.533912899,617.9805795960128
15,630789.9522751397,4212466.805374982,382.7375,4259433.360234361,619.1542581338435
16,630790.8578512466,4212465.483006525,382.00800000000004,4259432.186556103,620.3279363922775
17,630791.7634273533,4212464.160638069,381.2894999999999,4259431.012878126,621.5016143685207
18,630792.6690034603,4212462.838269611,380.58200000000005,4259429.839200427,622.6752920681611
19,630793.5745795672,4212461.515901153,379.88550000000004,4259428.6655230075,623.8489694874734
20,630794.480155674,4212460.193532695,379.20000000000005,4259427.491845868,625.0226466273889
21,630795.3857317808,4212458.871164239,378.5255000000001,4259426.318169009,626.196323486045
22,630796.2913078878,4212457.548795781,377.862,4259425.144492429,627.3700000662357
23,630797.1968839946,4212456.226427324,377.20950000000005,4259423.970816129,628.5436763660982
24,630798.1024601012,4212454.904058867,376.568,4259422.797140108,629.717352386564
25,630799.0080362081,4212453.58169041,375.9375,4259421.623464367,630.891028127633
26,630799.9136123152,4212452.259321952,375.318,4259420.449788906,632.0647035893053
27,630800.8191884218,4212450.936953495,374.70949999999993,4259419.276113724,633.2383787706494
28,630801.7247645288,4212449.614585038,374.11199999999997,4259418.102438823,634.4120536716655
29,630802.6303406355,4212448.29221658,373.52549999999997,4259416.9287642,635.5857282951474
30,630803.5359167424,4212446.969848123,372.95,4259415.755089858,636.7594026373699
31,630804.4414928493,4212445.647479665,372.3855,4259414.581415794,637.933076701127
32,630805.3470689561,4212444.325111209,371.83199999999994,4259413.407742012,639.1067504826933
33,630806.252645063,4212443.0027427515,371.2894999999999,4259412.234068507,640.2804239876568
34,630807.1582211698,4212441.680374294,370.758,4259411.060395283,641.4540972122923
35,630808.0637972767,4212440.358005837,370.23749999999995,4259409.886722339,642.6277701556683
36,630808.9693733837,4212439.03563738,369.728,4259408.713049675,643.8014428196475
37,630809.8749494904,4212437.713268923,369.22950000000003,4259407.53937729,644.9751152051613
38,630810.7805255973,4212436.390900465,368.74199999999996,4259406.365705184,646.1487873112783
39,630811.6861017041,4212435.068532008,368.2655,4259405.192033359,647.3224591361359
40,630812.591677811,4212433.746163551,367.79999999999995,4259404.018361813,648.4961306815967
41,630813.4972539179,4212432.423795093,367.3455,4259402.844690546,649.6698019485921
42,630814.402830025,4212431.101426635,366.90200000000004,4259401.67101956,650.8434729352593
43,630815.3084061316,4212429.779058179,366.46950000000004,4259400.497348853,652.0171436415985
44,630816.2139822387,4212428.456689721,366.04800000000006,4259399.3236784255,653.1908140694723
45,630817.1195583453,4212427.134321263,365.63750000000005,4259398.150008277,654.3644842179492
46,630818.0251344523,4212425.811952807,365.23800000000006,4259396.976338411,655.5381540842354
47,630818.930710559,4212424.489584349,364.84950000000003,4259395.802668822,656.7118236729875
48,630819.8362866659,4212423.167215892,364.472,4259394.628999514,657.8854929814115
49,630820.7418627727,4212421.844847434,364.1055,4259393.455330484,659.0591620113701
50,630821.6474388796,4212420.522478977,363.75,4259392.281661735,660.2328307600692
51,630822.5530149864,4212419.20011052,363.40549999999996,4259391.107993266,661.4064992293715
52,630823.4585910933,4212417.877742062,363.072,4259389.934325076,662.5801674192771
53,630824.3641672002,4212416.555373605,362.7495,4259388.760657165,663.7538353297859
54,630825.269743307,4212415.233005148,362.438,4259387.586989535,664.9275029599667
55,630826.1753194139,4212413.91063669,362.1375,4259386.413322184,666.1011703107506
56,630827.0808955207,4212412.588268233,361.848,4259385.239655113,667.2748373821378
57,630827.9864716276,4212411.2658997765,361.5695,4259384.065988321,668.4485041741282
58,630828.8920477345,4212409.9435313195,361.30199999999996,4259382.89232181,669.6221706848592
59,630829.7976238413,4212408.621162862,361.0455,4259381.718655577,670.795836918056
60,630830.7031999481,4212407.298794404,360.8,4259380.544989624,671.9695028709248
61,630831.608776055,4212405.976425948,360.56550000000004,4259379.371323952,673.1431685425341
62,630832.5143521619,4212404.65405749,360.342,4259378.197658558,674.3168339366093
63,630833.4199282688,4212403.331689033,360.1295,4259377.023993446,675.4904990494251
64,630834.3255043755,4212402.009320576,359.928,4259375.850328611,676.6641638837755
65,630835.2310804825,4212400.686952118,359.73749999999995,4259374.676664057,677.8378284377977
66,630836.1366565893,4212399.364583661,359.558,4259373.502999783,679.0114927124232
67,630837.0422326962,4212398.042215203,359.3895,4259372.329335787,680.1851567076519
68,630837.947808803,4212396.719846747,359.23199999999997,4259371.155672073,681.3588204216212
69,630838.8533849099,4212395.397478289,359.0855,4259369.982008638,682.532483857125
70,630839.7589610168,4212394.075109831,358.95,4259368.808345481,683.7061470141634
71,630840.6645371236,4212392.752741374,358.82550000000003,4259367.634682605,684.8798098899424
72,630841.5701132303,4212391.430372917,358.712,4259366.46102001,686.0534724853933
73,630842.4756893371,4212390.10800446,358.6095,4259365.287357693,687.2271348023787
74,630843.3812654442,4212388.785636002,358.51800000000003,4259364.113695655,688.4007968399674
75,630844.2868415511,4212387.463267545,358.4375,4259362.940033898,689.5744585972279
76,630845.1924176577,4212386.140899088,358.368,4259361.766372421,690.7481200741604
77,630846.0979937648,4212384.81853063,358.30949999999996,4259360.592711221,691.9217812735587
78,630847.0035698715,4212383.496162173,358.262,4259359.419050303,693.0954421916977
79,630847.9091459784,4212382.173793716,358.2255,4259358.245389665,694.2691028304398
80,630848.8147220851,4212380.851425258,358.20000000000005,4259357.071729305,695.4427631897852
81,630849.7202981921,4212379.529056801,358.1855,4259355.898069227,696.6164232678711
82,630850.6258742989,4212378.206688344,358.182,4259354.724409427,697.790083068423
83,630851.5314504057,4212376.8843198875,358.18949999999995,4259353.550749907,698.9637425877154
84,630852.4370265128,4212375.56195143,358.20799999999997,4259352.377090666,700.1374018285424
85,630853.3426026194,4212374.239582972,358.23749999999995,4259351.203431705,701.3110607899725
86,630854.2481787263,4212372.917214516,358.278,4259350.029773026,702.484719469212
87,630855.1537548332,4212371.594846058,358.32950000000005,4259348.856114624,703.6583778709173
88,630856.05933094,4212370.272477601,358.39200000000005,4259347.682456503,704.8320359922945
89,630856.964907047,4212368.950109143,358.46549999999996,4259346.50879866,706.0056938352063
90,630857.8704831537,4212367.627740686,358.55,4259345.335141098,707.1793513968587
91,630858.7760592606,4212366.305372229,358.64549999999997,4259344.161483816,708.3530086791143
92,630859.6816353676,4212364.983003771,358.75199999999995,4259342.987826812,709.5266656829044
93,630860.5872114743,4212363.660635314,358.86949999999996,4259341.81417009,710.7003224054351
94,630861.4927875813,4212362.338266857,358.99800000000005,4259340.640513646,711.8739788485691
95,630862.398363688,4212361.015898399,359.1375,4259339.466857482,713.0476350132376
96,630863.3039397949,4212359.693529942,359.28799999999995,4259338.293201598,714.2212908966467
97,630864.2095159017,4212358.371161485,359.4495,4259337.119545993,715.3949465015903
98,630865.1150920086,4212357.048793027,359.622,4259335.945890669,716.5686018262058
99,630866.0206681155,4212355.72642457,359.8055,4259334.772235624,717.7422568714246
