,UTM_X,UTM_Y,elevation,t,tt
0,630855.1127893705,4212371.654665917,404.91074,4259348.909207294,703.6052852012217
1,630859.8176254358,4212364.784424132,400.8619061112599,4259342.811579148,709.7029133467004
2,630864.3956365902,4212358.099378555,396.81010920207996,4259336.878327662,715.6361648328602
3,630868.8493387698,4212351.595855288,392.75543980801996,4259331.106191513,721.4083009818569
4,630873.1812479106,4212345.270180434,388.69798846464,4259325.491909409,727.0225830860436
5,630877.3938799488,4212339.118680093,384.63784570749993,4259320.03222009,732.4822724051774
6,630881.4897508209,4212333.1376803685,380.57510207215995,4259314.72386232,737.7906301748008
7,630885.4713764631,4212327.32350736,376.5098480941799,4259309.563574897,742.9509175978601
8,630889.3412728115,4212321.672487169,372.4421743091201,4259304.548096642,747.9663958530873
9,630893.101955802,4212316.180945898,368.37217125254,4259299.6741664065,752.8403260884807
10,630896.7559413714,4212310.845209649,364.29992946000004,4259294.938523062,757.575969433412
11,630900.3057454554,4212305.661604521,360.22553946706,4259290.337905508,762.1765869874507
12,630903.7538839906,4212300.626456618,356.14909180928,4259285.869052667,766.6454398278147
13,630907.102872913,4212295.736092041,352.07067702221997,4259281.528703484,770.9857890112326
14,630910.3552281589,4212290.986836892,347.99038564143996,4259277.313596925,775.2008955702186
15,630913.5134656646,4212286.37501727,343.9083082025,4259273.220471977,779.2940205177292
16,630916.5801013662,4212281.89695928,339.82453524095996,4259269.246067648,783.2684248471633
17,630919.5576511999,4212277.54898902,335.7391572923799,4259265.3871229645,787.127369530499
18,630922.4486311021,4212273.327432594,331.6522648923201,4259261.64037697,790.8741155248135
19,630925.2555570088,4212269.228616103,327.56394857634007,4259258.002568731,794.511923763901
20,630927.9809448561,4212265.248865647,323.47429888000005,4259254.470437324,798.0440551713109
21,630930.6273105806,4212261.38450733,319.38340633886,4259251.040721847,801.473770648241
22,630933.1971701183,4212257.631867252,315.29136148847994,4259247.710161411,804.804331083782
23,630935.6930394055,4212253.987271515,311.19825486442005,4259244.475495142,808.0389973530546
24,630938.1174343782,4212250.447046219,307.10417700224,4259241.333462182,811.181030312553
25,630940.4728709729,4212247.007517469,303.00921843749995,4259238.280801688,814.2336908066645
26,630942.7618651257,4212243.665011362,298.91346970575995,4259235.314252823,817.2002396723256
27,630944.9869327729,4212240.415854003,294.81702134258,4259232.430554771,820.0839377241209
28,630947.1505898507,4212237.2563714925,290.71996388352,4259229.626446723,822.8880457719788
29,630949.255352295,4212234.182889931,286.62238786413997,4259226.898667881,825.6158246137202
30,630951.3037360423,4212231.191735422,282.52438381999997,4259224.243957464,828.2705350313336
31,630953.2982570289,4212228.279234065,278.42604228665994,4259221.659054691,830.8554378040135
32,630955.241431191,4212225.441711962,274.32745379968,4259219.140698801,833.3737936941907
33,630957.1357744647,4212222.675495216,270.2287088946199,4259216.685629036,835.8288634587079
34,630958.9838027861,4212219.976909925,266.12989810703993,4259214.290584649,838.2239078460261
35,630960.7880320917,4212217.342282195,262.0311119724999,4259211.952304904,840.5621875906363
36,630962.5509783176,4212214.767938125,257.93244102656,4259209.667529071,842.8469634242356
37,630964.2751573999,4212212.250203815,253.83397580477995,4259207.432996425,845.0814960701391
38,630965.9630852749,4212209.785405371,249.73580684272002,4259205.245446255,847.2690462395549
39,630967.6172778789,4212207.36986889,245.63802467593996,4259203.101617851,849.4128746436909
40,630969.2402511481,4212204.999920476,241.54071983999998,4259200.998250513,851.5162419816479
41,630970.8345210184,4212202.671886231,237.44398287046,4259198.93208355,853.5824089450762
42,630972.4026034267,4212200.382092253,233.34790430288007,4259196.89985627,855.6146362246946
43,630973.9470143087,4212198.126864648,229.25257467282,4259194.898307997,857.6161844981834
44,630975.4702696006,4212195.902529514,225.15808451584007,4259192.924178051,859.5903144441545
45,630976.9748852387,4212193.705412955,221.06452436750004,4259190.974205764,861.5402867309749
46,630978.4633771593,4212191.53184107,216.97198476336004,4259189.045130473,863.4693620223552
47,630979.9382612986,4212189.378139963,212.88055623898003,4259187.133691518,865.3808009773493
48,630981.4020535926,4212187.240635736,208.79032932991998,4259185.2366282465,867.2778642484918
49,630982.8572699779,4212185.115654486,204.70139457174,4259183.3506800085,869.1638124864548
50,630984.3064263905,4212182.999522319,200.6138425,4259181.472586162,871.0419063325971
51,630985.7520387666,4212180.888565335,196.52776365026,4259179.599086071,872.9154064236209
52,630987.1966230425,4212178.779109635,192.44324855807997,4259177.7269191,874.7875733952969
53,630988.6426951544,4212176.667481321,188.36038775902,4259175.852824619,876.6616678759456
54,630990.0927710385,4212174.550006494,184.27927178863996,4259173.973542008,878.5409504873678
55,630991.5493666311,4212172.423011256,180.19999118249999,4259172.085810647,880.4286818476394
56,630993.0149978681,4212170.28282171,176.12263647615998,4259170.186369926,882.3281225692481
57,630994.4921806861,4212168.125763955,172.04729820517997,4259168.271959231,884.2425332637504
58,630995.9834310212,4212165.948164092,167.97406690512003,4259166.339317964,886.1751745305955
59,630997.4912648095,4212163.7463482255,163.90303311154003,4259164.385185526,888.1293069692329
60,630999.0181979873,4212161.516642456,159.83428736000002,4259162.406301326,890.108191168867
61,631000.5667464909,4212159.255372884,155.76792018606,4259160.399404774,892.1150877205655
62,631002.1394262565,4212156.958865612,151.70402212528,4259158.361235294,894.1532572014257
63,631003.7387532201,4212154.62344674,147.64268371322,4259156.288532306,896.2259601885453
64,631005.3672433181,4212152.24544237,143.58399548543997,4259154.178035244,898.3364572506398
65,631007.0274124867,4212149.821178606,139.5280479775,4259152.026483547,900.488008948043
66,631008.7217766622,4212147.346981546,135.47493172496,4259149.830616657,902.6838758382946
67,631010.4528517807,4212144.819177293,131.42473726338,4259147.587174025,904.9273184696212
68,631012.2231537784,4212142.23409195,127.37755512831998,4259145.292895112,907.2215973827988
69,631014.0351985915,4212139.588051616,123.33347585533997,4259142.944519384,909.5699731111526
70,631015.8915021564,4212136.877382394,119.29258997999996,4259140.538786313,911.9757061824203
71,631017.794580409,4212134.098410385,115.25498803786002,4259138.072435383,914.4420571122319
72,631019.746949286,4212131.24746169,111.22076056448,4259135.542206083,916.9722864115611
73,631021.7511247231,4212128.320862411,107.18999809542001,4259132.944837917,919.569654578343
74,631023.8096226568,4212125.31493865,103.16279116624,4259130.277070391,922.2374221039936
75,631025.9249590233,4212122.226016508,99.1392303125,4259127.535643028,924.9788494668901
76,631028.0996497588,4212119.050422087,95.11940606976,4259124.717295357,927.7971971379593
77,631030.3362107994,4212115.784481488,91.10340897357999,4259121.818766918,930.6957255769521
78,631032.6371580816,4212112.424520813,87.09132955951999,4259118.836797264,933.6776952305809
79,631035.0050075413,4212108.966866162,83.08325836313998,4259115.768125961,936.7463665343821
80,631037.4422751148,4212105.407843638,79.07928591999999,4259112.609492585,939.9049999099225
81,631039.9514767386,4212101.743779343,75.07950276565998,4259109.357636728,943.1568557666615
82,631042.5351283485,4212097.970999376,71.08399943567997,4259106.009297993,946.5051945019513
83,631045.195745881,4212094.085829842,67.09286646561996,4259102.561216,949.9532764954492
84,631047.9358452721,4212090.08459684,63.10619439104001,4259099.010130381,953.5043621137738
85,631050.7579424584,4212085.963626471,59.12407374750001,4259095.352780786,957.1617117086425
86,631053.6645533757,4212081.719244839,55.146595070560004,4259091.585906882,960.9285856131464
87,631056.6581939603,4212077.347778044,51.17384889578,4259087.706248352,964.8082441426814
88,631059.7413801486,4212072.845552187,47.20592575872,4259083.710544896,968.8039475986734
89,631062.9166278767,4212068.208893371,43.242916194939994,4259079.595536234,972.9189562611282
90,631066.1864530809,4212063.434127696,39.28491073999999,4259075.3579621045,977.1565303904936
91,631069.5533716972,4212058.5175812645,35.33199992945998,4259070.994562268,981.5199302267283
92,631073.019899662,4212053.455580178,31.384274298879983,4259066.502076505,986.0124159902334
93,631076.5885529114,4212048.2444505375,27.44182438381998,4259061.877244617,990.6372478781268
94,631080.261847382,4212042.880518445,23.504740719839976,4259057.116806427,995.3976860679686
95,631084.0422990094,4212037.360110002,19.573113842499975,4259052.217501787,1000.296990708448
96,631087.9324237304,4212031.679551308,15.647034287360013,4259047.176070567,1005.338421927765
97,631091.9347374808,4212025.835168468,11.726592589980008,4259041.989252668,1010.5252398271114
98,631096.051756197,4212019.823287581,7.811879285920005,4259036.653788014,1015.8607044806704
99,631100.2859958153,4212013.64023475,3.9029849107400025,4259031.166416558,1021.3480759365484
