,UTM_X,UTM_Y,elevation,t,tt
0,630448.0972948022,4212965.999467609,390.0,4259876.443754296,176.07073819916695
1,630448.3260833665,4212965.665378869,389.999309043455,4259876.14720458,176.3672879152
2,630448.5596610056,4212965.324296877,389.99723617382,4259875.844447409,176.67004508618265
3,630448.7980277198,4212964.976221633,389.993781391095,4259875.535482785,176.97900971025229
4,630449.041183509,4212964.621153137,389.98894469528,4259875.220310708,177.2941817874089
5,630449.2891283734,4212964.25909139,389.982726086375,4259874.898931181,177.61556131392717
6,630449.5418623127,4212963.89003639,389.9751255643799,4259874.571344202,177.9431482926011
7,630449.7993853268,4212963.513988141,389.966143129295,4259874.237549778,178.27694271691144
8,630450.0616974162,4212963.130946637,389.95577878112,4259873.8975479035,178.61694459151477
9,630450.3287985804,4212962.740911883,389.9440325198551,4259873.551338585,178.96315390989184
10,630450.6006888198,4212962.343883877,389.9309043455,4259873.19892182,179.31557067483664
11,630450.8773681341,4212961.939862618,389.91639425805505,4259872.840297612,179.67419488262385
12,630451.1588365233,4212961.528848108,389.90050225752,4259872.475465962,180.0390265332535
13,630451.4450939877,4212961.110840347,389.883228343895,4259872.104426872,180.41006562300026
14,630451.7361405271,4212960.685839333,389.86457251717997,4259871.727180341,180.78731215372682
15,630452.0319761413,4212960.253845068,389.844534777375,4259871.343726373,181.17076612170786
16,630452.3326008306,4212959.814857551,389.82311512447995,4259870.95406497,181.56042752508074
17,630452.638014595,4212959.368876782,389.80031355849496,4259870.558196131,181.95629636384547
18,630452.9482174345,4212958.915902761,389.77613007942,4259870.156119858,182.35837263707072
19,630453.2632093488,4212958.455935488,389.75056468725506,4259869.747836153,182.76665634196252
20,630453.5829903381,4212957.988974965,389.723617382,4259869.333345019,183.1811474757269
21,630453.9075604025,4212957.515021188,389.69528816365505,4259868.912646454,183.60184604115784
22,630454.236919542,4212957.03407416,389.66557703221997,4259868.485740463,184.02875203173608
23,630454.5710677563,4212956.5461338805,389.63448398769503,4259868.052627047,184.46186544839293
24,630454.9100050457,4212956.05120035,389.60200903007996,4259867.613306206,184.90118628926575
25,630455.25373141,4212955.549273567,389.568152159375,4259867.167777943,185.34671455156058
26,630455.6022468496,4212955.040353532,389.53291337558005,4259866.71604226,185.79845023527741
27,630455.955551364,4212954.524440245,389.496292678695,4259866.258099156,186.2563933385536
28,630456.3136449534,4212954.001533707,389.45829006872003,4259865.793948637,186.72054385766387
29,630456.6765276177,4212953.471633916,389.418905545655,4259865.323590701,187.19090179353952
30,630457.0441993573,4212952.934740874,389.3781391095,4259864.8470253525,187.66746714245528
31,630457.4166601717,4212952.390854579,389.33599076025496,4259864.3642525915,188.15023990347981
32,630457.7939100611,4212951.839975035,389.29246049792,4259863.875272421,188.63922007381916
33,630458.1759490257,4212951.2821022365,389.24754832249494,4259863.3800848415,189.13440765347332
34,630458.5627770651,4212950.717236187,389.20125423397997,4259862.878689856,189.635802638717
35,630458.9543941796,4212950.145376886,389.153578232375,4259862.371087465,190.1434050295502
36,630459.3508003692,4212949.566524333,389.10452031768,4259861.857277674,190.6572148213163
37,630459.7519956337,4212948.980678529,389.054080489895,4259861.33726048,191.17723201494664
38,630460.1579799731,4212948.387839472,389.00225874902003,4259860.811035889,191.7034566057846
