,UTM_X,UTM_Y,elevation,t,tt
0,631546.1083243631,4211362.627713146,325.0,4258453.436288651,1599.0782038439065
1,631548.4753191911,4211359.171306472,323.33408199999997,4258450.369139593,1602.1453529018909
2,631550.8222102296,4211355.744256378,321.696256,4258447.328042888,1605.186449606903
3,631553.1492691514,4211352.346166153,320.08641399999993,4258444.312646456,1608.2018460389227
4,631555.4567676294,4211348.976639087,318.50444799999997,4258441.322598218,1611.191894276999
5,631557.744977336,4211345.63527847,316.9502499999999,4258438.357546095,1614.1569464001805
6,631560.0141699447,4211342.321687589,315.4237119999999,4258435.4171380075,1617.097354487516
7,631562.2646171278,4211339.035469737,313.92472599999996,4258432.501021883,1620.013470611535
8,631564.4965905586,4211335.7762282,312.453184,4258429.608845644,1622.9056468512863
9,631566.7103619094,4211332.543566269,311.00897799999996,4258426.740257217,1625.774235278368
10,631568.9062028533,4211329.337087234,309.59200000000004,4258423.89490453,1628.6195879653096
11,631571.084385063,4211326.156394383,308.202142,4258421.072435511,1631.4420569837093
12,631573.2451802117,4211323.001091007,306.839296,4258418.272498092,1634.2419944033027
13,631575.3888599719,4211319.870780394,305.503354,4258415.4947402,1637.0197522947565
14,631577.5156960164,4211316.765065836,304.19420800000006,4258412.73880977,1639.7756827250123
15,631579.625960018,4211313.68355062,302.91175,4258410.004354735,1642.5101377600804
16,631581.71992365,4211310.625838037,301.65587200000004,4258407.291023026,1645.223469468765
17,631583.7978585847,4211307.5915313745,300.426466,4258404.598462582,1647.916029913351
18,631585.8600364954,4211304.580233923,299.2234240000001,4258401.926321335,1650.5881711598486
19,631587.9067290545,4211301.591548973,298.0466380000001,4258399.274247226,1653.2402452686802
20,631589.9382079351,4211298.625079813,296.8960000000001,4258396.641888192,1655.872604303062
21,631591.9547448098,4211295.680429732,295.771402,4258394.028892171,1658.4856003243476
22,631593.9566113515,4211292.757202021,294.672736,4258391.434907104,1661.0795853910968
23,631595.9440792333,4211289.854999968,293.59989400000006,4258388.859580932,1663.6549115628004
24,631597.9174201277,4211286.973426862,292.552768,4258386.302561596,1666.2119308989495
25,631599.8769057076,4211284.112085994,291.53125,4258383.763497042,1668.750995453447
26,631601.8228076461,4211281.270580653,290.53523199999995,4258381.24203521,1671.2724572848529
27,631603.7553976157,4211278.448514128,289.564606,4258378.737824048,1673.7766684470698
28,631605.6749472894,4211275.645489709,288.619264,4258376.250511501,1676.263980994001
29,631607.5817283399,4211272.861110685,287.69909799999994,4258373.7797455145,1678.7347469804808
30,631609.4760124402,4211270.094980347,286.804,4258371.325174038,1681.189318456687
31,631611.3580712631,4211267.346701982,285.933862,4258368.8864450175,1683.628047477454
32,631613.2281764813,4211264.615878882,285.088576,4258366.463206405,1686.0512860901654
33,631615.0865997678,4211261.902114334,284.26803399999994,4258364.055106147,1688.459386347793
34,631616.9336127953,4211259.205011628,283.47212799999994,4258361.661792196,1690.852700298652
35,631618.7694872367,4211256.524174054,282.7007499999999,4258359.282912505,1693.2315799901262
36,631620.5944947652,4211253.859204902,281.953792,4258356.918115026,1695.596377468668
37,631622.4089070527,4211251.209707461,281.23114599999997,4258354.567047711,1697.9474447835237
38,631624.2129957728,4211248.57528502,280.53270399999997,4258352.229358516,1700.2851339792833
39,631626.0070325981,4211245.95554087,279.858358,4258349.904695395,1702.6097970996052
40,631627.7912892015,4211243.350078298,279.208,4258347.592706302,1704.9217861928046
41,631629.5660372557,4211240.758500596,278.581522,4258345.293039197,1707.2214532978833
42,631631.3315484338,4211238.180411051,277.97881600000005,4258343.005342035,1709.5091504603624
43,631633.0880944082,4211235.615412954,277.39977400000004,4258340.729262773,1711.785229722038
44,631634.8359468521,4211233.063109595,276.844288,4258338.464449371,1714.0500431237742
45,631636.575377438,4211230.523104263,276.31225000000006,4258336.2105497895,1716.3039427055046
46,631638.3066578392,4211227.995000246,275.803552,4258333.967211986,1718.5472805090249
47,631640.0300597281,4211225.478400835,275.318086,4258331.7340839235,1720.7804085714743
48,631641.7458547775,4211222.972909319,274.855744,4258329.510813562,1723.003678932786
49,631643.4543146609,4211220.478128987,274.416418,4258327.297048866,1725.217443629168
50,631645.1557110504,4211217.993663129,274.0,4258325.092437794,1727.4220547005534
51,631646.8503156193,4211215.519115035,273.60638199999994,4258322.896628315,1729.6178641803563
52,631648.53840004,4211213.054087994,273.235456,4258320.709268389,1731.8052241057158
53,631650.2202359857,4211210.598185295,272.887114,4258318.530005983,1733.9844865119085
54,631651.896095129,4211208.151010228,272.561248,4258316.358489063,1736.1560034323484
55,631653.5662491429,4211205.712166083,272.25775,4258314.1943655955,1738.320126899518
56,631655.2309697,4211203.281256148,271.976512,4258312.037283544,1740.4772089505568
57,631656.8905284735,4211200.857883712,271.717426,4258309.88689088,1742.6276016151533
58,631658.545197136,4211198.441652068,271.480384,4258307.74283557,1744.7716569248587
59,631660.1952473603,4211196.032164502,271.26527799999997,4258305.604765584,1746.9097269112244
60,631661.8409508192,4211193.629024304,271.072,4258303.472328888,1749.042163606733
61,631663.4825791859,4211191.231834765,270.900442,4258301.345173457,1751.1693190382794
62,631665.1204041325,4211188.8401991725,270.75049599999994,4258299.222947258,1753.2915452374145
63,631666.7546973326,4211186.453720818,270.62205400000005,4258297.105298265,1755.409194230102
64,631668.3857304587,4211184.07200299,270.515008,4258294.991874448,1757.5226180469617
65,631670.0137751836,4211181.694648977,270.42924999999997,4258292.882323781,1759.632168713957
66,631671.6391031801,4211179.32126207,270.36467200000004,4258290.776294236,1761.738198258914
67,631673.2619861213,4211176.951445558,270.321166,4258288.673433788,1763.8410587068647
68,631674.8826956797,4211174.58480273,270.298624,4258286.573390411,1765.9411020837724
69,631676.5015035282,4211172.220936876,270.29693799999995,4258284.475812079,1768.0386804156005
70,631678.1186813399,4211169.859451285,270.31600000000003,4258282.3803467695,1770.1341457255185
71,631679.7345007873,4211167.499949247,270.35570199999995,4258280.286642458,1772.2278500366956
72,631681.3492335435,4211165.14203405,270.415936,4258278.194347121,1774.320145374164
73,631682.9631512812,4211162.785308986,270.496594,4258276.103108736,1776.4113837592304
74,631684.576525673,4211160.429377342,270.597568,4258274.01257528,1778.5019172150642
75,631686.1896283922,4211158.073842409,270.71875,4258271.922394735,1780.5920977601781
76,631687.8027311114,4211155.7183074765,270.860032,4258269.832215076,1782.682277418673
77,631689.4161055033,4211153.362375832,271.021306,4258267.741684286,1784.7728082090616
78,631691.030023241,4211151.005650768,271.202464,4258265.650450345,1786.8640421498567
79,631692.6447559972,4211148.6477355715,271.403398,4258263.558161233,1788.956331262365
80,631694.2605754446,4211146.2882335335,271.624,4258261.464464932,1791.0500275632367
81,631695.8777532562,4211143.926747942,271.864162,4258259.369009424,1793.1454830709845
82,631697.4965611048,4211141.562882088,272.123776,4258257.271442692,1795.24304980319
83,631699.1172706631,4211139.19623926,272.402734,4258255.17141272,1797.3430797746405
84,631700.7401536043,4211136.826422748,272.700928,4258253.068567493,1799.4459250019863
85,631702.3654816009,4211134.45303584,273.01824999999997,4258250.962554991,1801.5519375037402
86,631703.9935263258,4211132.075681828,273.35459199999997,4258248.853023206,1803.6614692891017
87,631705.6245594521,4211129.693963999,273.7098459999999,4258246.739620118,1805.7748723765835
88,631707.258852652,4211127.307485645,274.083904,4258244.621993719,1807.8924987763166
89,631708.8966775988,4211124.915850053,274.476658,4258242.499791991,1810.0147005040199
90,631710.5383059653,4211122.518660514,274.88800000000003,4258240.372662924,1812.1418295707554
91,631712.1840094243,4211120.115520316,275.317822,4258238.2402545065,1814.2742379885167
92,631713.8340596486,4211117.70603275,275.76601600000004,4258236.102214727,1816.412277768366
93,631715.488728311,4211115.289801105,276.232474,4258233.9581915755,1818.556300919503
94,631717.1482870844,4211112.8664286705,276.7170879999999,4258231.807833042,1820.7066594529897
95,631718.8130076416,4211110.435518735,277.21975,4258229.650787117,1822.8637053780258
96,631720.4831616556,4211107.996674589,277.74035200000003,4258227.486701792,1825.0277907028794
97,631722.159020799,4211105.549499523,278.278786,4258225.315225062,1827.199267433025
98,631723.8408567447,4211103.093596823,278.834944,4258223.1360049145,1829.3784875804558
99,631725.5289411654,4211100.628569782,279.4087180000001,4258220.948689348,1831.565803146921
