UTM_X,UTM_Y,latitude,longitude,elevation
630312.260878774,4213164.354736202,38.05685270900506,-1.5146533921582288,403.7649
630323.5805801096,4213147.825130486,38.0567021506717,-1.5145274169929774,404.76572
630334.9002814454,4213131.29552477,38.056551592210226,-1.5144014423383194,404.76572
630346.219982781,4213114.765919054,38.056401033620645,-1.5142754681943313,405.41342
630357.5396841167,4213098.236313338,38.05625047490296,-1.5141494945609368,407.95642
630368.8593854523,4213081.706707622,38.05609991605717,-1.5140235214381612,409.93744
630380.1790867881,4213065.177101905,38.055949357083264,-1.5138975488259792,409.93744
630391.4987881237,4213048.64749619,38.055798797981275,-1.5137715767244415,412.32996
630402.8184894595,4213032.117890473,38.05564823875119,-1.513645605133472,414.28464
630414.1381907951,4213015.588284757,38.05549767939301,-1.5135196340531214,416.313
630425.4578921308,4212999.058679041,38.05534711990673,-1.5133936634833387,416.313
630436.7775934665,4212982.529073325,38.05519656029237,-1.5132676934241498,415.5268
630448.0972948022,4212965.999467609,38.055046000549915,-1.5131417238755542,416.10855
630459.4169961378,4212949.469861893,38.05489544067938,-1.513015754837527,416.10855
630470.7366974736,4212932.9402561765,38.05474488068074,-1.5128897863100677,414.07635
630482.0563988092,4212916.410650461,38.054594320554045,-1.5127638182931764,413.95062
630493.3761001449,4212899.8810447445,38.05444376029925,-1.5126378507868532,414.5594
630504.6958014806,4212883.351439028,38.05429319991639,-1.5125118837910727,413.79517
630516.0155028162,4212866.8218333125,38.05414263940545,-1.5123859173058605,414.91287
630527.3352041519,4212850.292227596,38.05399207876645,-1.5122599513311652,415.90805
630538.6549054876,4212833.7626218805,38.05384151799936,-1.512133985867038,416.41718
630549.9746068233,4212817.233016164,38.05369095710421,-1.5120080209134534,416.41718
630561.2943081589,4212800.703410448,38.05354039608099,-1.5118820564703863,417.5064
630572.6140094947,4212784.173804732,38.05338983492972,-1.5117560925378362,419.96042
630583.9337108303,4212767.644199016,38.05323927365036,-1.5116301291158287,419.96042
630595.253412166,4212751.114593299,38.05308871224297,-1.511504166204313,423.93958
630606.5731135017,4212734.584987584,38.052938150707504,-1.5113782038033399,425.20944
630617.8928148374,4212718.055381867,38.052787589043994,-1.511252241912833,427.43723
630629.212516173,4212701.525776152,38.05263702725242,-1.511126280532869,431.60556
630640.5322175088,4212684.996170435,38.05248646533282,-1.511000319663371,434.8316
630651.8519188444,4212668.466564719,38.05233590328514,-1.5108743593043903,438.1022
630663.1716201801,4212651.936959003,38.052185341109436,-1.510748399455876,442.59488
630674.4913215158,4212635.407353287,38.052034778805655,-1.5106224401178534,445.64523
630685.8110228515,4212618.87774757,38.05188421637388,-1.5104964812903225,445.19437
630697.1307241871,4212602.348141855,38.05173365381403,-1.5103705229732325,445.79636
630708.4504255229,4212585.818536138,38.05158309112615,-1.5102445651666343,445.79636
630719.7701268585,4212569.288930423,38.051432528310244,-1.5101186078705024,441.78683
630731.0898281941,4212552.759324706,38.0512819653663,-1.5099926510848112,433.51334
630742.4095295299,4212536.22971899,38.051131402294324,-1.5098666948095865,428.84406
630753.7292308655,4212519.700113274,38.050980839094315,-1.5097407390448025,428.84406
630765.0489322012,4212503.170507558,38.05083027576627,-1.5096147837904594,420.64337
630776.3686335369,4212486.640901841,38.05067971231022,-1.5094888290465318,419.28113
630787.6883348726,4212470.111296126,38.05052914872614,-1.5093628748130705,419.28113
630799.0080362082,4212453.581690409,38.05037858501404,-1.5092369210900247,414.0278
630810.327737544,4212437.052084694,38.05022802117392,-1.5091109678773942,414.5985
630821.6474388796,4212420.522478977,38.050077457205795,-1.5089850151752044,409.89847
630832.9671402153,4212403.992873261,38.04992689310964,-1.5088590629834049,409.89847
630844.286841551,4212387.463267545,38.0497763288855,-1.5087331113020206,408.7942
630855.6065428867,4212370.933661829,38.04962576453331,-1.5086071601310518,404.91074
630866.9262442223,4212354.404056112,38.049475200053145,-1.508481209470473,403.8585
630878.2459455581,4212337.874450397,38.04932463544497,-1.508355259320284,403.8585
630889.5656468937,4212321.34484468,38.04917407070879,-1.508229309680485,400.03503
630900.8853482294,4212304.815238965,38.0490235058446,-1.5081033605510505,398.59213
630912.2050495651,4212288.285633248,38.048872940852426,-1.5079774119320062,398.59213
630923.5247509007,4212271.756027532,38.04872237573224,-1.5078514638233518,394.8665
630934.8444522364,4212255.226421816,38.04857181048408,-1.5077255162250618,394.2607
630946.164153572,4212238.6968161,38.0484212451079,-1.507599569137111,393.61096
630957.4838549078,4212222.167210383,38.04827067960375,-1.50747362255955,390.63583
630968.8035562434,4212205.637604668,38.04812011397162,-1.5073476764923281,389.38467
630980.1232575792,4212189.107998951,38.0479695482115,-1.5072217309354454,387.764
630991.4429589148,4212172.578393236,38.047818982323385,-1.5070957858889273,384.48135
631002.7626602505,4212156.048787519,38.04766841630731,-1.5069698413527481,384.48135
631014.0823615862,4212139.519181803,38.04751785016324,-1.5068438973268827,383.0079
631025.4020629219,4212122.989576087,38.0473672838912,-1.5067179538113562,379.9122
631036.7217642575,4212106.459970371,38.04721671749117,-1.5065920108061435,379.9122
631048.0414655933,4212089.930364654,38.04706615096319,-1.5064660683112698,377.95245
631059.3611669289,4212073.400758939,38.04691558430724,-1.5063401263267098,376.9968
631070.6808682646,4212056.871153222,38.046765017523306,-1.506214184852438,375.96844
631082.0005696003,4212040.341547507,38.04661445061141,-1.5060882438884797,374.8923
631093.320270936,4212023.81194179,38.04646388357157,-1.5059623034348353,373.8558
631104.6399722716,4212007.282336074,38.04631331640374,-1.5058363634914789,372.79257
631115.9596736074,4211990.752730358,38.046162749107985,-1.5057104240583852,370.71524
631127.279374943,4211974.223124642,38.04601218168424,-1.5055844851356053,370.71524
631138.5990762786,4211957.693518925,38.04586161413257,-1.5054585467231134,369.71484
631149.9187776144,4211941.16391321,38.04571104645293,-1.505332608820859,367.9685
631161.23847895,4211924.634307493,38.04556047864534,-1.5052066714288925,367.9685
631172.5581802857,4211908.104701778,38.04540991070981,-1.5050807345472146,366.8707
631183.8778816214,4211891.575096061,38.04525934264633,-1.5049547981757736,364.83197
631195.1975829571,4211875.045490345,38.0451087744549,-1.5048288623145702,363.49774
631206.5172842927,4211858.515884629,38.044958206135554,-1.504702926963655,363.49774
631217.8369856285,4211841.986278913,38.04480763768823,-1.5045769921229515,361.5478
631229.1566869641,4211825.4566731965,38.04465706911299,-1.5044510577925108,359.64267
631240.4763882998,4211808.927067481,38.04450650040983,-1.504325123972282,359.64267
631251.7960896355,4211792.3974617645,38.044355931578714,-1.5041991906623158,358.05
631263.1157909712,4211775.867856049,38.04420536261968,-1.5040732578625615,357.17786
631274.4354923068,4211759.3382503325,38.044054793532716,-1.5039473255730191,356.55936
631285.7551936426,4211742.808644616,38.043904224317814,-1.5038213937936886,356.55936
631297.0748949782,4211726.2790389005,38.043753654975006,-1.50369546252457,356.18994
631308.3945963139,4211709.749433184,38.043603085504266,-1.5035695317656632,355.2701
631319.7142976496,4211693.219827468,38.04345251590563,-1.5034436015169683,354.6365
631331.0339989852,4211676.690221752,38.04330194617904,-1.5033176717784598,354.6365
631342.3537003209,4211660.160616036,38.043151376324566,-1.5031917425501378,354.2755
631353.6734016566,4211643.63101032,38.04300080634216,-1.503065813832002,353.7193
631364.9931029923,4211627.101404604,38.04285023623186,-1.5029398856240528,353.7193
631376.3128043279,4211610.571798887,38.042699665993624,-1.5028139579262645,353.37466
631387.6325056637,4211594.042193172,38.04254909562751,-1.5026880307386625,351.29132
631398.9522069993,4211577.512587455,38.04239852513348,-1.5025621040612216,349.81723
631410.271908335,4211560.982981739,38.04224795451155,-1.5024361778939417,349.4817
631421.5916096707,4211544.453376023,38.04209738376172,-1.5023102522368228,348.4826
631432.9113110064,4211527.923770307,38.041946812884,-1.5021843270898394,348.07016
631444.231012342,4211511.394164591,38.04179624187837,-1.5020584024530168,348.6716
631455.5507136778,4211494.864558875,38.04164567074486,-1.50193247832633,348.6716
631466.8704150134,4211478.334953158,38.041495099483456,-1.5018065547097785,348.88782
631478.1901163491,4211461.805347443,38.041344528094164,-1.5016806316033626,348.6758
631489.5098176848,4211445.275741726,38.04119395657698,-1.5015547090070822,348.6758
631500.8295190205,4211428.74613601,38.04104338493192,-1.501428786920912,347.5946
631512.1492203561,4211412.216530294,38.040892813158976,-1.5013028653448517,345.4954
631523.4689216919,4211395.686924578,38.040742241258144,-1.5011769442789016,342.66064
631534.7886230275,4211379.157318862,38.04059166922944,-1.501051023723087,342.46063
631546.1083243631,4211362.627713146,38.040441097072865,-1.5009251036773572,338.80002
631557.4280256989,4211346.098107429,38.04029052478842,-1.5007991841417119,335.5533
631568.7477270345,4211329.568501714,38.0401399523761,-1.5006732651161765,331.81506
631580.0674283702,4211313.038895997,38.0399893798359,-1.5005473466007004,331.81506
631591.3871297059,4211296.509290281,38.03983880716784,-1.5004214285953346,329.61023
631602.7068310416,4211279.979684565,38.03968823437193,-1.5002955111000278,327.10455
631614.0265323772,4211263.450078849,38.039537661448136,-1.5001695941148057,327.10455
631625.346233713,4211246.920473133,38.03938708839649,-1.5000436776396682,326.5675
631636.6659350486,4211230.390867417,38.03923651521699,-1.4999177616745645,325.5209
631647.9856363843,4211213.8612617,38.039085941909626,-1.4997918462195199,325.11304
631659.30533772,4211197.331655985,38.03893536847442,-1.4996659312745344,325.11304
631670.6250390557,4211180.802050268,38.03878479491136,-1.4995400168396082,324.1008
631681.9447403913,4211164.272444552,38.03863422122044,-1.4994141029146906,323.72635
631693.2644417271,4211147.742838836,38.03848364740169,-1.4992881894998318,323.72635
631704.5841430627,4211131.21323312,38.03833307345508,-1.499162276595007,322.69266
631715.9038443984,4211114.683627404,38.03818249938064,-1.4990363642002158,322.20984
631727.2235457341,4211098.154021688,38.038031925178345,-1.4989104523154329,321.05185
