UTM_X,UTM_Y,latitude,longitude,elevation
631785.8417416518,4214183.486172772,38.06582136014352,-1.4976745084095253,357.55463
631797.1614429874,4214166.956567056,38.06567078423409,-1.4975485538869897,359.75323
631808.4811443231,4214150.42696134,38.0655202081967,-1.4974225998751496,357.22784
631819.8008456588,4214133.897355624,38.06536963203137,-1.4972966463740045,356.02704
631831.1205469945,4214117.367749908,38.0652190557381,-1.4971706933835802,357.66925
631842.4402483301,4214100.838144192,38.06506847931684,-1.4970447409038259,357.66925
631853.7599496659,4214084.308538475,38.06491790276765,-1.4969187889347668,357.2723
631865.0796510015,4214067.77893276,38.064767326090525,-1.4967928374763777,362.62723
631876.3993523372,4214051.249327043,38.064616749285456,-1.4966668865286838,366.30664
631887.7190536729,4214034.719721327,38.06446617235243,-1.4965409360916597,368.26068
631899.0387550086,4214018.190115611,38.06431559529148,-1.4964149861653055,371.3377
631910.3584563442,4214001.660509895,38.064165018102585,-1.496289036749621,372.08035
631921.67815768,4213985.130904179,38.064014440785755,-1.4961630878445813,372.8162
631932.9978590156,4213968.601298463,38.063863863341,-1.4960371394501857,371.34995
631944.3175603513,4213952.071692746,38.06371328576831,-1.49591119156646,367.52448
631955.637261687,4213935.542087031,38.0635627080677,-1.4957852441933535,360.13446
631966.9569630227,4213919.012481314,38.06341213023914,-1.4956592973308913,360.13446
631978.2766643583,4213902.482875598,38.06326155228267,-1.4955333509790734,355.1287
631989.596365694,4213885.953269882,38.06311097419828,-1.4954074051378745,352.8477
632000.9160670297,4213869.423664166,38.06296039598597,-1.49528145980732,353.8745
632012.2357683653,4213852.89405845,38.06280981764575,-1.4951555149873592,353.8745
632023.5554697011,4213836.364452734,38.062659239177606,-1.4950295706780172,353.3226
632034.8751710367,4213819.834847017,38.06250866058155,-1.4949036268792941,357.25793
632046.1948723724,4213803.305241302,38.06235808185758,-1.4947776835911648,357.25793
632057.5145737081,4213786.775635585,38.06220750300572,-1.4946517408136542,361.37238
632068.8342750438,4213770.246029869,38.06205692402593,-1.4945257985467117,368.1794
632080.1539763794,4213753.716424153,38.061906344918256,-1.494399856790363,375.26413
632091.4736777152,4213737.186818437,38.06175576568266,-1.4942739155446076,370.24042
632102.7933790508,4213720.657212721,38.06160518631919,-1.4941479748094204,375.07367
632114.1130803865,4213704.127607005,38.061454606827795,-1.4940220345848012,374.10223
632125.4327817222,4213687.598001288,38.06130402720852,-1.4938960948707756,379.5774
632136.7524830579,4213671.068395573,38.06115344746136,-1.4937701556672924,379.5774
632148.0721843935,4213654.538789856,38.06100286758629,-1.4936442169743775,383.80835
632159.3918857293,4213638.00918414,38.06085228758333,-1.4935182787920052,394.37103
632170.7115870649,4213621.479578424,38.0607017074525,-1.493392341120201,394.37103
632182.0312884006,4213604.949972708,38.06055112719377,-1.4932664039589394,403.39127
632193.3509897363,4213588.420366992,38.06040054680719,-1.493140467308195,414.85114
632204.6706910719,4213571.890761276,38.06024996629269,-1.4930145311680187,423.93506
632215.9903924076,4213555.361155559,38.06009938565034,-1.4928885955383342,420.07523
632227.3100937433,4213538.831549844,38.059948804880094,-1.4927626604191921,425.0524
632238.629795079,4213522.301944127,38.059798223982,-1.492636725810593,426.1046
632249.9494964146,4213505.772338411,38.059647642956,-1.4925107917124854,420.7291
632261.2691977504,4213489.242732695,38.05949706180217,-1.4923848581248695,420.7291
632272.588899086,4213472.713126979,38.05934648052044,-1.492258925047771,417.7697
632283.9086004217,4213456.183521263,38.059195899110875,-1.4921329924811897,411.06503
632295.2283017574,4213439.653915547,38.05904531757342,-1.4920070604251,411.06503
632306.5480030931,4213423.12430983,38.058894735908126,-1.4918811288794767,407.47955
632317.8677044287,4213406.594704115,38.058744154114954,-1.4917551978443704,401.59756
632329.1874057645,4213390.065098398,38.05859357219395,-1.4916292673197051,397.87228
632340.5071071001,4213373.535492682,38.05844299014507,-1.491503337305557,395.40555
632351.8268084358,4213357.005886966,38.05829240796836,-1.4913774078018498,392.30057
632363.1465097715,4213340.47628125,38.05814182566378,-1.4912514788086089,389.89062
632374.4662111072,4213323.946675534,38.05799124323138,-1.4911255503258343,387.2638
632385.7859124428,4213307.417069818,38.057840660671104,-1.4909996223535258,385.9582
632397.1056137785,4213290.887464101,38.057690077983,-1.4908736948916583,384.6708
632408.4253151142,4213274.357858386,38.057539495167056,-1.490747767940232,378.31018
632419.7450164498,4213257.828252669,38.05738891222326,-1.490621841499246,378.31018
632431.0647177856,4213241.298646953,38.057238329151645,-1.4904959155687012,374.55478
632442.3844191212,4213224.769041237,38.0570877459522,-1.4903699901485972,362.84668
632453.7041204569,4213208.239435521,38.056937162624905,-1.4902440652389084,356.08337
632465.0238217926,4213191.709829805,38.05678657916979,-1.4901181408396353,356.08337
632476.3435231283,4213175.180224089,38.05663599558685,-1.4899922169507775,343.75793
632487.6632244639,4213158.6506183725,38.05648541187608,-1.4898662935723352,337.9486
632498.9829257997,4213142.121012657,38.05633482803749,-1.4897403707043082,337.9486
632510.3026271353,4213125.5914069405,38.05618424407109,-1.4896144483466711,329.3536
632521.622328471,4213109.061801224,38.056033659976855,-1.4894885264994242,325.64127
632532.9420298067,4213092.5321955085,38.05588307575482,-1.489362605162567,322.6459
632544.2617311424,4213076.002589792,38.05573249140496,-1.4892366843361,320.75967
632555.581432478,4213059.4729840765,38.055581906927294,-1.489110764020023,319.11935
632566.9011338138,4213042.94337836,38.05543132232181,-1.4889848442143103,316.23712
632578.2208351494,4213026.413772644,38.05528073758852,-1.4888589249189879,316.41937
632589.5405364851,4213009.884166928,38.05513015272743,-1.4887330061340043,316.41937
632600.8602378208,4212993.354561212,38.05497956773853,-1.4886070878594106,317.5779
632612.1799391564,4212976.824955495,38.05482898262183,-1.4884811700951561,318.73346
632623.4996404921,4212960.29534978,38.054678397377344,-1.4883552528412662,318.73346
632634.8193418278,4212943.765744063,38.05452781200505,-1.4882293360977155,320.2388
632646.1390431635,4212927.236138348,38.054377226504954,-1.4881034198645036,320.8839
632657.4587444991,4212910.706532631,38.054226640877076,-1.487977504141631,321.79672
632668.7784458349,4212894.176926915,38.05407605512141,-1.4878515889290718,322.5812
632680.0981471705,4212877.647321199,38.05392546923795,-1.4877256742268519,323.62772
632691.4178485062,4212861.117715483,38.05377488322671,-1.487599760034971,324.82275
632702.7375498419,4212844.588109766,38.05362429708769,-1.4874738463534036,327.22745
632714.0572511776,4212828.058504051,38.05347371082088,-1.4873479331821247,327.22745
632725.3769525132,4212811.528898334,38.05332312442629,-1.4872220205211593,328.85345
632736.696653849,4212794.999292619,38.05317253790393,-1.4870961083705074,331.24213
632748.0163551846,4212778.469686902,38.05302195125381,-1.4869701967301439,331.24213
632759.3360565203,4212761.940081186,38.05287136447589,-1.4868442856000939,332.8878
632770.655757856,4212745.41047547,38.05272077757022,-1.4867183749803066,336.04755
632781.9754591917,4212728.880869754,38.05257019053676,-1.4865924648708075,338.23096
632793.2951605273,4212712.351264037,38.052419603375554,-1.4864665552715968,338.87692
632804.614861863,4212695.821658322,38.052269016086576,-1.4863406461826487,341.57248
632815.9345631987,4212679.292052605,38.052118428669836,-1.4862147376039634,344.6607
632827.2542645343,4212662.76244689,38.05196784112533,-1.4860888295355408,348.43997
632838.5739658701,4212646.232841173,38.05181725345309,-1.485962921977381,348.43997
632849.8936672057,4212629.703235457,38.05166666565307,-1.485837014929484,351.30112
632861.2133685414,4212613.173629741,38.051516077725324,-1.4857111083917987,355.90128
632872.5330698771,4212596.644024025,38.0513654896698,-1.4855852023644016,355.90128
632883.8527712128,4212580.114418308,38.05121490148654,-1.4854592968472164,359.3235
632895.1724725484,4212563.584812593,38.05106431317553,-1.4853333918402687,365.8264
632906.4921738842,4212547.055206876,38.05091372473678,-1.4852074873435581,370.44037
632917.8118752198,4212530.525601161,38.05076313617029,-1.4850815833570594,370.44037
632929.1315765555,4212513.995995444,38.05061254747607,-1.4849556798807726,378.18042
632940.4512778912,4212497.466389728,38.0504619586541,-1.4848297769146976,381.1217
632951.7709792269,4212480.936784012,38.050311369704396,-1.4847038744588599,381.1217
632963.0906805625,4212464.407178296,38.050160780626946,-1.4845779725132087,385.54425
632974.4103818983,4212447.877572579,38.05001019142178,-1.4844520710777438,385.12186
632985.7300832339,4212431.347966864,38.049859602088894,-1.4843261701524908,384.19995
632997.0497845697,4212414.818361147,38.04970901262826,-1.4842002697373988,383.88483
