UTM_X,UTM_Y,latitude,longitude,elevation
630606.9770513496,4213368.181023517,38.05864664346063,-1.5112579435098832,401.01575
630618.2967526852,4213351.6514178,38.05849608161193,-1.5111319724699894,402.9068
630629.616454021,4213335.121812085,38.05834551963514,-1.5110060019407652,402.9068
630640.9361553566,4213318.592206368,38.05819495753026,-1.5108800319221602,406.69116
630652.2558566923,4213302.062600653,38.058044395297316,-1.5107540624141995,408.43967
630663.575558028,4213285.532994936,38.0578938329363,-1.5106280934168832,410.44736
630674.8952593637,4213269.00338922,38.05774327044721,-1.5105021249301858,412.68765
630686.2149606993,4213252.473783504,38.057592707830054,-1.5103761569541074,413.75604
630697.5346620351,4213235.944177788,38.05744214508482,-1.5102501894886482,416.5295
630708.8543633707,4213219.414572071,38.05729158221154,-1.5101242225337823,416.5295
630720.1740647064,4213202.884966356,38.05714101921019,-1.5099982560895355,415.67047
630731.493766042,4213186.355360639,38.05699045608078,-1.5098722901559076,416.33267
630742.8134673778,4213169.825754924,38.05683989282331,-1.5097463247328478,415.354
630754.1331687134,4213153.296149207,38.0566893294378,-1.5096203598203815,415.354
630765.4528700492,4213136.766543491,38.05653876592421,-1.5094943954185087,416.4529
630776.7725713848,4213120.236937775,38.0563882022826,-1.5093684315272295,415.87613
630788.0922727205,4213103.707332059,38.05623763851292,-1.5092424681465182,415.7844
630799.4119740562,4213087.177726342,38.05608707461519,-1.5091165052763753,417.75598
630810.7316753918,4213070.648120627,38.05593651058943,-1.5089905429168002,417.71487
630822.0513767275,4213054.11851491,38.05578594643562,-1.5088645810677932,417.77896
630833.3710780632,4213037.588909195,38.05563538215378,-1.508738619729329,419.27914
630844.6907793989,4213021.059303478,38.05548481774389,-1.5086126589014328,420.1808
630856.0104807345,4213004.529697762,38.05533425320596,-1.5084866985840792,421.43604
630867.3301820703,4212988.000092046,38.05518368854002,-1.5083607387772684,425.27274
630878.6498834059,4212971.47048633,38.05503312374602,-1.5082347794809747,425.27274
630889.9695847416,4212954.940880613,38.054882558824005,-1.508108820695249,427.67822
