UTM_X,UTM_Y,latitude,longitude,elevation
632080.5579142272,4214387.312460086,38.06761478393601,-1.4942782394817768,384.40958
632091.8776155629,4214370.78285437,38.06746420451156,-1.494152289092512,380.9908
632103.1973168986,4214354.253248654,38.06731362495922,-1.4940263392139679,370.50168
632114.5170182342,4214337.723642938,38.067163045278924,-1.4939003898461445,346.3264
632125.83671957,4214321.194037222,38.06701246547075,-1.4937744409890419,346.3264
632137.1564209056,4214304.664431506,38.06686188553461,-1.4936484926426348,346.3264
632148.4761222414,4214288.134825789,38.06671130547057,-1.4935225448069482,346.3264
632159.795823577,4214271.605220074,38.06656072527863,-1.4933965974819314,351.5636
632171.1155249127,4214255.075614357,38.06641014495875,-1.4932706506676356,356.4671
632182.4352262483,4214238.546008641,38.06625956451098,-1.4931447043640094,356.4671
632193.7549275841,4214222.016402925,38.0661089839353,-1.4930187585710533,355.14124
632205.0746289197,4214205.486797209,38.065958403231704,-1.4928928132887924,346.3264
632216.3943302555,4214188.957191493,38.0658078224002,-1.4927668685172268,346.3264
632227.7140315911,4214172.427585777,38.06565724144082,-1.4926409242563055,346.3264
632239.0337329268,4214155.89798006,38.065506660353506,-1.4925149805060542,346.3264
632250.3534342624,4214139.368374345,38.065356079138326,-1.4923890372664472,346.3264
632261.6731355982,4214122.838768628,38.065205497795226,-1.4922630945375102,346.3264
632272.9928369338,4214106.309162912,38.065054916324236,-1.4921371523192175,346.3264
632284.3125382694,4214089.779557196,38.06490433472538,-1.4920112106115695,346.3264
632295.6322396052,4214073.24995148,38.064753752998605,-1.4918852694145401,346.3264
632306.9519409408,4214056.720345764,38.064603171143965,-1.4917593287281807,346.3264
632318.2716422766,4214040.190740048,38.06445258916143,-1.491633388552415,346.3264
632329.5913436122,4214023.6611343315,38.06430200705102,-1.4915074488872935,346.3264
632340.9110449479,4214007.131528616,38.06415142481272,-1.491381509732791,346.3264
632352.2307462835,4213990.6019228995,38.064000842446546,-1.4912555710889075,346.3264
632363.5504476193,4213974.072317183,38.063850259952495,-1.4911296329556174,346.3264
632374.8701489549,4213957.5427114675,38.06369967733059,-1.4910036953329209,346.3264
632386.1898502907,4213941.013105751,38.063549094580786,-1.4908777582208435,346.3264
632397.5095516263,4213924.4835000355,38.063398511703134,-1.4907518216193596,346.3264
