UTM_X,UTM_Y,latitude,longitude,elevation
630901.6932239251,4213572.00731083,38.06044047582094,-1.5078623308160335,403.69244
630913.0129252607,4213555.477705114,38.060289910456945,-1.5077363639031,406.36255
630924.3326265964,4213538.948099398,38.0601393449649,-1.507610397500862,406.36255
630935.6523279321,4213522.418493682,38.05998877934483,-1.5074844316092428,409.119
630946.9720292678,4213505.888887966,38.059838213596684,-1.5073584662282935,411.63788
630958.2917306034,4213489.35928225,38.05968764772051,-1.5072325013580141,414.13593
630969.6114319392,4213472.829676533,38.05953708171627,-1.5071065369983536,415.65002
630980.9311332748,4213456.300070818,38.059386515584045,-1.5069805731493122,418.60907
630992.2508346105,4213439.770465101,38.05923594932374,-1.5068546098109405,421.73532
631003.5705359462,4213423.240859385,38.05908538293542,-1.5067286469831624,424.52686
631014.8902372819,4213406.711253669,38.05893481641906,-1.5066026846660288,427.14966
631026.2099386175,4213390.181647953,38.05878424977468,-1.5064767228594886,429.19565
631037.5296399533,4213373.652042237,38.05863368300228,-1.506350761563593,434.75858
631048.8493412889,4213357.122436521,38.05848311610183,-1.5062248007782653,434.75858
631060.1690426246,4213340.592830804,38.05833254907337,-1.506098840503582,439.59573
631071.4887439603,4213324.063225089,38.05818198191691,-1.5059728807394668,442.21442
631082.808445296,4213307.533619372,38.0580314146324,-1.5058469214859451,445.87344
631094.1281466316,4213291.004013656,38.05788084721989,-1.505720962743017,449.82773
631105.4478479673,4213274.47440794,38.05773027967937,-1.5055950045106825,454.15405
631116.767549303,4213257.944802224,38.057579712010835,-1.5054690467888907,459.0015
631128.0872506386,4213241.415196508,38.05742914421429,-1.5053430895776923,462.2331
631139.4069519744,4213224.885590792,38.05727857628974,-1.5052171328770618,467.54483
631150.72665331,4213208.355985075,38.05712800823717,-1.5050911766869997,471.99783
631162.0463546457,4213191.82637936,38.05697744005661,-1.5049652210075055,476.43735
631173.3660559814,4213175.296773643,38.05682687174806,-1.5048392658385286,476.43735
631184.6857573171,4213158.767167927,38.0566763033115,-1.5047133111801196,477.77316
