X,Y
631339.4747463258,4211664.364611579
631572.9453446753,4211957.624812768
631872.8520923575,4212153.871557401
632205.3211018457,4212302.569224822
632519.3964869505,4212478.126202184
632845.2927397264,4212636.421744471
633158.2772920886,4212813.571611141
