X,Y
630489.6179797188,4212905.3688439885
630771.8838879082,4213127.375642942
631073.1826933352,4213321.589633796
631369.3874718554,4213523.242182423
631691.9212608334,4213686.447766682
631968.2849842471,4213917.073236783
632298.8587213411,4214068.5384780485
