X,Y
631960.0829750925,4213294.864342932
631022.0648162646,4212762.048680616
631419.2415996399,4212816.256753879
632521.1567190203,4211841.369934471
631338.5242687229,4211665.752547492
631801.1424116022,4211624.399807088
632226.86598741,4211636.922396843
