X,Y
630855.1127893705,4212371.654665877
631242.4720576411,4212440.198775843
631604.2320515283,4212546.124253004
631928.1964099379,4212707.24084606
632248.1694896312,4212874.18570873
632559.9499440171,4213053.093860383
632864.6604423651,4213242.3259230815
