X,Y,Z,SAMPLE_1,
631480.557453885,4211448.93186533,0,348.675811767578
631488.24167352,4211560.19926196,0,355.045440673828
631495.159765704,4211681.73965335,0,381.267883300781
631583.784418441,4211778.73284774,0,409.518890380859
631692.98790573,4211860.75980003,0,403.359893798828
631783.417711472,4211910.16242799,0,395.326141357422
631898.388454115,4211983.26868069,0,404.355804443359
631968.312713409,4212024.61376528,0,409.5322265625
632040.287792664,4212079.23461834,0,400.857818603516
632123.683438651,4212126.05877933,0,391.868194580078
632232.070169473,4212196.04926355,0,377.146606445312
632296.983207841,4212196.67586242,0,370.764587402344
632441.858785099,4212273.3904651,0,369.986541748047
632620.685629873,4212385.22256417,0,379.229156494141
632860.250109054,4212485.64907676,0,368.668365478516
633141.98830436,4212642.44958488,0,357.387084960938
633234.685863662,4212712.64634227,0,336.093933105469
