,X,Y,Z,t,tt
0,630489.6179296237,4212905.36891714,413.95062,4259822.626092301,229.88840019423515
1,630538.6549054876,4212833.7626218805,100.0,4259759.066756811,293.4477356839925
2,630651.8519188444,4212668.466564719,0.0,4259612.349441837,440.1650506583974
