,X,Y,Z,t,tt
0,632864.6603886022,4213242.326001588,306.97552,4260508.018532538,1015.9167654570192
1,632872.9370077249,4213230.240059958,100.0,4260497.296109044,1026.6391889508814
2,632952.1749170746,4213114.532819945,0.0,4260394.643972654,1129.2913253409788
3,632952.1749170746,4213114.532819945,0.0,4260394.643972654,1129.2913253409788
