X,Y,Z,distance,angle,SAMPLE_1
633264.948317731,4212667.42258069,0,0,234.802496715166,348.533386230469
633260.86246765,4212664.54059715,0,5,234.802496715166,348.533386230469
633256.77661757,4212661.65861361,0,10,234.802496715166,348.533386230469
633252.690767489,4212658.77663007,0,15,234.802496715166,357.089111328125
633248.604917409,4212655.89464653,0,20,234.802496715166,357.089111328125
633244.519067328,4212653.01266299,0,25,234.802496715166,357.089111328125
633240.433217248,4212650.13067945,0,30,234.802496715166,357.089111328125
633236.347367167,4212647.24869591,0,35,234.802496715166,357.089111328125
633232.261517086,4212644.36671237,0,40,234.802496715166,357.089111328125
633228.175667006,4212641.48472884,0,45,234.802496715166,358.572052001953
633224.089816925,4212638.6027453,0,50,234.802496715166,358.572052001953
633220.003966845,4212635.72076176,0,55,234.802496715166,358.572052001953
633215.918116764,4212632.83877822,0,60,234.802496715166,358.572052001953
633211.832266683,4212629.95679468,0,65,234.802496715166,358.572052001953
633207.746416603,4212627.07481114,0,70,234.802496715166,360.360473632812
633203.660566522,4212624.1928276,0,75,234.802496715166,367.146545410156
633199.574716442,4212621.31084406,0,80,234.802496715166,367.146545410156
633195.488866361,4212618.42886052,0,85,234.802496715166,367.146545410156
633191.403016281,4212615.54687698,0,90,234.802496715166,367.146545410156
633187.3171662,4212612.66489345,0,95,234.802496715166,367.146545410156
633183.231316119,4212609.78290991,0,100,234.802496715166,369.798187255859
633179.145466039,4212606.90092637,0,105,234.802496715166,369.798187255859
633175.059615958,4212604.01894283,0,110,234.802496715166,369.798187255859
633170.973765878,4212601.13695929,0,115,234.802496715166,369.798187255859
633166.887915797,4212598.25497575,0,120,234.802496715166,369.798187255859
633162.802065716,4212595.37299221,0,125,234.802496715166,369.798187255859
633158.716215636,4212592.49100867,0,130,234.802496715166,371.694885253906
633154.630365555,4212589.60902513,0,135,234.802496715166,376.794067382812
633150.544515475,4212586.72704159,0,140,234.802496715166,376.794067382812
633146.458665394,4212583.84505806,0,145,234.802496715166,376.794067382812
633142.372815314,4212580.96307452,0,150,234.802496715166,376.794067382812
633138.286965233,4212578.08109098,0,155,234.802496715166,378.850860595703
633134.201115152,4212575.19910744,0,160,234.802496715166,378.850860595703
633130.115265072,4212572.3171239,0,165,234.802496715166,378.850860595703
633126.029414991,4212569.43514036,0,170,234.802496715166,378.850860595703
633121.943564911,4212566.55315682,0,175,234.802496715166,378.850860595703
633117.85771483,4212563.67117328,0,180,234.802496715166,378.850860595703
633113.771864749,4212560.78918974,0,185,234.802496715166,380.665863037109
633109.686014669,4212557.9072062,0,190,234.802496715166,384.218353271484
633105.600164588,4212555.02522267,0,195,234.802496715166,384.218353271484
633101.514314508,4212552.14323913,0,200,234.802496715166,384.218353271484
633097.428464427,4212549.26125559,0,205,234.802496715166,384.218353271484
633093.342614347,4212546.37927205,0,210,234.802496715166,386.069671630859
633089.256764266,4212543.49728851,0,215,234.802496715166,386.069671630859
633085.170914185,4212540.61530497,0,220,234.802496715166,386.069671630859
633081.085064105,4212537.73332143,0,225,234.802496715166,386.069671630859
633076.999214024,4212534.85133789,0,230,234.802496715166,386.069671630859
633072.913363944,4212531.96935435,0,235,234.802496715166,386.069671630859
633068.827513863,4212529.08737081,0,240,234.802496715166,386.782531738281
633064.741663783,4212526.20538728,0,245,234.802496715166,386.782531738281
633060.655813702,4212523.32340374,0,250,234.802496715166,386.991973876953
633056.569963621,4212520.4414202,0,255,234.802496715166,386.991973876953
633052.484113541,4212517.55943666,0,260,234.802496715166,386.991973876953
633048.39826346,4212514.67745312,0,265,234.802496715166,387.173553466797
633043.952201983,4212512.40216344,0,270,243.799885158644,387.173553466797
633039.46591456,4212510.19462518,0,275,243.799885158644,387.173553466797
633034.979627136,4212507.98708693,0,280,243.799885158644,387.173553466797
633030.493339712,4212505.77954867,0,285,243.799885158644,387.173553466797
633026.007052289,4212503.57201042,0,290,243.799885158644,387.173553466797
633021.520764865,4212501.36447216,0,295,243.799885158644,386.628204345703
633017.034477441,4212499.1569339,0,300,243.799885158644,386.628204345703
633012.548190018,4212496.94939565,0,305,243.799885158644,386.628204345703
633008.061902594,4212494.74185739,0,310,243.799885158644,386.628204345703
633003.57561517,4212492.53431914,0,315,243.799885158644,386.628204345703
632999.089327747,4212490.32678088,0,320,243.799885158644,386.071502685547
632994.603040323,4212488.11924262,0,325,243.799885158644,386.071502685547
632990.116752899,4212485.91170437,0,330,243.799885158644,386.092376708984
632985.630465475,4212483.70416611,0,335,243.799885158644,386.092376708984
632981.144178052,4212481.49662786,0,340,243.799885158644,386.092376708984
632976.657890628,4212479.2890896,0,345,243.799885158644,385.544250488281
632972.171603204,4212477.08155134,0,350,243.799885158644,385.544250488281
632967.685315781,4212474.87401309,0,355,243.799885158644,385.544250488281
632963.199028357,4212472.66647483,0,360,243.799885158644,385.544250488281
632958.712740933,4212470.45893657,0,365,243.799885158644,385.544250488281
