X,Y,Z,distance,angle,SAMPLE_1
633166.153805031,4212814.64577608,0,0,242.744671625074,322.192596435547
633161.708932249,4212812.35599313,0,5,242.744671625074,322.192596435547
633157.264059467,4212810.06621019,0,10,242.744671625074,322.192596435547
633152.819186685,4212807.77642724,0,15,242.744671625074,323.70263671875
633148.374313903,4212805.48664429,0,20,242.744671625074,323.70263671875
633143.929441121,4212803.19686134,0,25,242.744671625074,323.70263671875
633139.484568338,4212800.90707839,0,30,242.744671625074,323.70263671875
633135.039695556,4212798.61729544,0,35,242.744671625074,323.70263671875
633130.594822774,4212796.3275125,0,40,242.744671625074,325.606018066406
633126.149949992,4212794.03772955,0,45,242.744671625074,325.606018066406
633121.70507721,4212791.7479466,0,50,242.744671625074,325.606018066406
633117.260204428,4212789.45816365,0,55,242.744671625074,325.606018066406
633112.815331646,4212787.1683807,0,60,242.744671625074,329.042297363281
633108.370458863,4212784.87859775,0,65,242.744671625074,330.813110351562
633103.925586081,4212782.5888148,0,70,242.744671625074,330.813110351562
633099.480713299,4212780.29903186,0,75,242.744671625074,330.813110351562
633095.035840517,4212778.00924891,0,80,242.744671625074,330.813110351562
633090.590967735,4212775.71946596,0,85,242.744671625074,330.813110351562
633086.146094953,4212773.42968301,0,90,242.744671625074,330.813110351562
633081.701222171,4212771.13990006,0,95,242.744671625074,332.330291748047
633077.256349389,4212768.85011711,0,100,242.744671625074,332.330291748047
633072.811476606,4212766.56033417,0,105,242.744671625074,332.330291748047
633068.366603824,4212764.27055122,0,110,242.744671625074,332.330291748047
633063.921731042,4212761.98076827,0,115,242.744671625074,332.330291748047
633059.47685826,4212759.69098532,0,120,242.744671625074,333.398681640625
633055.031985478,4212757.40120237,0,125,242.744671625074,333.398681640625
633050.587112696,4212755.11141942,0,130,242.744671625074,333.398681640625
633046.142239914,4212752.82163648,0,135,242.744671625074,333.398681640625
633041.697367131,4212750.53185353,0,140,242.744671625074,333.398681640625
633037.287355667,4212748.17917997,0,145,239.254650718173,337.933166503906
633032.990116114,4212745.62306334,0,150,239.254650718173,337.933166503906
633028.692876561,4212743.06694671,0,155,239.254650718173,337.933166503906
633024.395637009,4212740.51083008,0,160,239.254650718173,337.933166503906
633020.098397456,4212737.95471345,0,165,239.254650718173,337.933166503906
633015.801157904,4212735.39859682,0,170,239.254650718173,337.933166503906
633011.503918351,4212732.84248019,0,175,239.254650718173,338.604125976562
633007.206678799,4212730.28636356,0,180,239.254650718173,338.604125976562
633002.909439246,4212727.73024693,0,185,239.254650718173,338.604125976562
632998.612199694,4212725.1741303,0,190,239.254650718173,338.604125976562
632994.314960141,4212722.61801367,0,195,239.254650718173,338.604125976562
632990.017720589,4212720.06189704,0,200,239.254650718173,339.342041015625
632985.720481036,4212717.50578041,0,205,239.254650718173,339.342041015625
632981.423241484,4212714.94966378,0,210,239.254650718173,339.342041015625
632977.126001931,4212712.39354715,0,215,239.254650718173,343.467987060547
632972.828762379,4212709.83743052,0,220,239.254650718173,343.467987060547
632968.531522826,4212707.28131389,0,225,239.254650718173,344.176208496094
632964.234283273,4212704.72519726,0,230,239.254650718173,344.176208496094
