X,Y,Z,distance,angle,SAMPLE_1
632617.530626744,4212325.37668827,0,0,238.471011962221,388.874267578125
632613.268748224,4212322.76203887,0,5,238.471011962221,388.874267578125
632609.006869704,4212320.14738947,0,10,238.471011962221,392.240814208984
632604.744991184,4212317.53274007,0,15,238.471011962221,392.240814208984
632600.483112663,4212314.91809067,0,20,238.471011962221,392.240814208984
632596.221234143,4212312.30344127,0,25,238.471011962221,390.521331787109
632591.959355623,4212309.68879187,0,30,238.471011962221,390.521331787109
632587.697477103,4212307.07414248,0,35,238.471011962221,390.521331787109
632583.435598583,4212304.45949308,0,40,238.471011962221,390.521331787109
632579.173720062,4212301.84484368,0,45,238.471011962221,390.521331787109
632574.911841542,4212299.23019428,0,50,238.471011962221,387.539367675781
632570.649963022,4212296.61554488,0,55,238.471011962221,387.539367675781
632566.388084502,4212294.00089548,0,60,238.471011962221,387.539367675781
632562.126205982,4212291.38624608,0,65,238.471011962221,387.539367675781
632557.864327461,4212288.77159668,0,70,238.471011962221,387.539367675781
632553.602448941,4212286.15694728,0,75,238.471011962221,383.720001220703
632549.340570421,4212283.54229789,0,80,238.471011962221,386.149993896484
632545.078691901,4212280.92764849,0,85,238.471011962221,386.149993896484
632540.816813381,4212278.31299909,0,90,238.471011962221,386.149993896484
632536.554934861,4212275.69834969,0,95,238.471011962221,386.149993896484
632532.29305634,4212273.08370029,0,100,238.471011962221,386.149993896484
632528.03117782,4212270.46905089,0,105,238.471011962221,382.935302734375
632523.7692993,4212267.85440149,0,110,238.471011962221,382.935302734375
632519.50742078,4212265.23975209,0,115,238.471011962221,382.935302734375
632515.24554226,4212262.62510269,0,120,238.471011962221,382.935302734375
632510.983663739,4212260.0104533,0,125,238.471011962221,382.935302734375
632506.721785219,4212257.3958039,0,130,238.471011962221,379.481781005859
632502.459906699,4212254.7811545,0,135,238.471011962221,379.481781005859
632498.198028179,4212252.1665051,0,140,238.471011962221,379.481781005859
632493.936149659,4212249.5518557,0,145,238.471011962221,382.290374755859
632489.674271138,4212246.9372063,0,150,238.471011962221,382.290374755859
632485.412392618,4212244.3225569,0,155,238.471011962221,382.290374755859
632481.150514098,4212241.7079075,0,160,238.471011962221,379.529449462891
632476.888635578,4212239.0932581,0,165,238.471011962221,379.529449462891
632472.626757058,4212236.47860871,0,170,238.471011962221,379.529449462891
632468.364878537,4212233.86395931,0,175,238.471011962221,379.529449462891
632464.103000017,4212231.24930991,0,180,238.471011962221,379.529449462891
632459.841121497,4212228.63466051,0,185,238.471011962221,376.868469238281
632455.579242977,4212226.02001111,0,190,238.471011962221,376.868469238281
632451.317364457,4212223.40536171,0,195,238.471011962221,376.868469238281
632447.055485936,4212220.79071231,0,200,238.471011962221,376.868469238281
632442.793607416,4212218.17606291,0,205,238.471011962221,376.868469238281
632438.531728896,4212215.56141351,0,210,238.471011962221,374.578125
632434.269850376,4212212.94676412,0,215,238.471011962221,378.704925537109
632430.007971856,4212210.33211472,0,220,238.471011962221,378.704925537109
632425.746093336,4212207.71746532,0,225,238.471011962221,378.704925537109
632421.484214815,4212205.10281592,0,230,238.471011962221,378.704925537109
632417.222336295,4212202.48816652,0,235,238.471011962221,378.704925537109
632412.960457775,4212199.87351712,0,240,238.471011962221,376.421478271484
632408.698579255,4212197.25886772,0,245,238.471011962221,376.421478271484
632404.436700735,4212194.64421832,0,250,238.471011962221,376.421478271484
632400.174822214,4212192.02956892,0,255,238.471011962221,376.421478271484
632395.912943694,4212189.41491953,0,260,238.471011962221,376.421478271484
632391.651065174,4212186.80027013,0,265,238.471011962221,374.705200195312
632387.389186654,4212184.18562073,0,270,238.471011962221,374.705200195312
632383.127308134,4212181.57097133,0,275,238.471011962221,374.705200195312
632378.865429613,4212178.95632193,0,280,238.471011962221,378.702697753906
