X,Y
"631785","4213003"
"631655","4212919"
"631582","4212842"
"631578","4212800"
"631555","4212708"
"631467","4212616"
"631126","4212436"
"631141","4212398"
"631249","4212425"
"631547","4212536"
"631735","4212605"
"631946","4212716"
