X,Y,SAMPLE_1
"631203","4212478",441.304931640625
"631463","4212612",421.50927734375
"631551","4212700",408.662200927734
"631582","4212808",414.280548095703
"631578","4212846",422.922393798828
"631662","4212919",417.240234375
"631727","4212965",426.036010742188
