X,Y
"631628","4213730"
"631664","4213666"
"631707","4213687"
"631802","4213733"
"631934","4213883"
"632167","4214012"
"632261","4214042"
"632324","4214077"
"632289","4214141"
"632218","4214122"
"632186","4214118"
"632145","4214126"
"632113","4214124"
"632055","4214059"
"631984","4214012"
"631893","4213971"
"631723","4213829"
"631684","4213769"
"631630","4213728"
