X,Y,Z,distance,angle,SAMPLE_1
632786.428881675,4212113.17189832,0,0,233.972626614419,394.547424316406
632782.385201253,4212110.23103984,0,5,233.972626614419,394.547424316406
632778.341520832,4212107.29018135,0,10,233.972626614419,396.674926757812
632774.29784041,4212104.34932286,0,15,233.972626614419,396.674926757812
632770.254159989,4212101.40846437,0,20,233.972626614419,396.674926757812
632766.175755348,4212098.52678891,0,25,245.224859430163,396.674926757812
632761.635958425,4212096.43149802,0,30,245.224859430163,396.674926757812
632757.096161503,4212094.33620713,0,35,245.224859430163,398.878936767578
632752.376015067,4212093.66152082,0,40,280.304846470886,398.878936767578
632747.456665516,4212094.55594801,0,45,280.304846470886,398.878936767578
632742.752357968,4212094.01691814,0,50,242.63178957108,398.878936767578
632738.312005056,4212091.71838252,0,55,242.63178957108,398.878936767578
632733.871652144,4212089.41984689,0,60,242.63178957108,400.155548095703
632729.431299233,4212087.12131127,0,65,242.63178957108,400.155548095703
632724.990946321,4212084.82277564,0,70,242.63178957108,392.632141113281
632720.550593409,4212082.52424002,0,75,242.63178957108,392.632141113281
632716.110240497,4212080.22570439,0,80,242.63178957108,392.632141113281
632711.669887586,4212077.92716877,0,85,242.63178957108,393.457702636719
632707.229534674,4212075.62863314,0,90,242.63178957108,393.457702636719
632702.789181762,4212073.33009752,0,95,242.63178957108,393.457702636719
632698.34882885,4212071.03156189,0,100,242.63178957108,393.457702636719
632693.908475938,4212068.73302627,0,105,242.63178957108,393.457702636719
632689.468123027,4212066.43449064,0,110,242.63178957108,393.457702636719
632685.027770115,4212064.13595502,0,115,242.63178957108,393.464935302734
632680.587417203,4212061.83741939,0,120,242.63178957108,393.464935302734
632676.147064291,4212059.53888377,0,125,242.63178957108,393.464935302734
632671.70671138,4212057.24034814,0,130,242.63178957108,393.464935302734
632667.429281419,4212054.75617742,0,135,214.824489156921,393.464935302734
632664.573958978,4212050.65165141,0,140,214.824489156921,393.244445800781
632661.718636537,4212046.5471254,0,145,214.824489156921,385.694732666016
632658.863314096,4212042.44259939,0,150,214.824489156921,385.694732666016
632656.007991655,4212038.33807339,0,155,214.824489156921,385.694732666016
632653.152669214,4212034.23354738,0,160,214.824489156921,385.694732666016
632650.297346773,4212030.12902137,0,165,214.824489156921,385.694732666016
632647.442024332,4212026.02449536,0,170,214.824489156921,385.694732666016
632644.586701891,4212021.91996935,0,175,214.824489156921,385.694732666016
632641.73137945,4212017.81544334,0,180,214.824489156921,379.102294921875
632638.876057009,4212013.71091733,0,185,214.824489156921,379.102294921875
632636.020734568,4212009.60639132,0,190,214.824489156921,379.102294921875
632633.165412127,4212005.50186531,0,195,214.824489156921,379.102294921875
632630.310089686,4212001.3973393,0,200,214.824489156921,379.102294921875
632627.454767245,4211997.2928133,0,205,214.824489156921,379.102294921875
632624.599444804,4211993.18828729,0,210,214.824489156921,379.102294921875
632621.744122363,4211989.08376128,0,215,214.824489156921,372.856842041016
632618.888799922,4211984.97923527,0,220,214.824489156921,372.856842041016
632616.033477481,4211980.87470926,0,225,214.824489156921,372.856842041016
632613.17815504,4211976.77018325,0,230,214.824489156921,372.856842041016
632610.322832599,4211972.66565724,0,235,214.824489156921,372.856842041016
632607.467510158,4211968.56113123,0,240,214.824489156921,372.856842041016
632604.612187717,4211964.45660522,0,245,214.824489156921,372.856842041016
632601.756865276,4211960.35207922,0,250,214.824489156921,367.933227539062
632598.901542835,4211956.24755321,0,255,214.824489156921,367.933227539062
632596.046220394,4211952.1430272,0,260,214.824489156921,367.933227539062
632593.190897953,4211948.03850119,0,265,214.824489156921,367.933227539062
632590.335575512,4211943.93397518,0,270,214.824489156921,367.933227539062
632587.480253071,4211939.82944917,0,275,214.824489156921,367.933227539062
632584.62493063,4211935.72492316,0,280,214.824489156921,367.933227539062
632581.769608189,4211931.62039715,0,285,214.824489156921,363.771331787109
632578.914285748,4211927.51587114,0,290,214.824489156921,363.771331787109
632576.058963307,4211923.41134514,0,295,214.824489156921,363.771331787109
632573.203640866,4211919.30681913,0,300,214.824489156921,363.771331787109
632570.348318425,4211915.20229312,0,305,214.824489156921,363.771331787109
632567.492995984,4211911.09776711,0,310,214.824489156921,363.771331787109
632564.637673543,4211906.9932411,0,315,214.824489156921,363.771331787109
632561.782351102,4211902.88871509,0,320,214.824489156921,358.5439453125
632558.927028661,4211898.78418908,0,325,214.824489156921,359.594543457031
