X,Y
"631579","4213827"
"631637","4213717"
"631695","4213758"
"631738","4213818"
"631904","4213956"
"631992","4214001"
"632063","4214051"
"632119","4214115"
"632149","4214113"
"632188","4214105"
"632225","4214109"
"632296","4214133"
"632199","4214249"
"632110","4214176"
"632059","4214133"
"631951","4214049"
"631581","4213833"
