SAMPLE_1,X,Y
375.562744140625,"631982","4213995"
375.562744140625,"631988","4214000"
375.447113037109,"631995","4214004"
370.374694824219,"631995","4213990"
375.447113037109,"632014","4214019"
375.056365966797,"632021","4214023"
375.056365966797,"632027","4214028"
375.056365966797,"632027","4214015"
361.441680908203,"631942","4214098"
