X,Y
"632101","4212044"
"632245","4211956"
"632276","4211959"
"632352","4212057"
"632387","4212090"
"632420","4212106"
"632464","4212112"
"632546","4212139"
"632589","4212153"
"632687","4212194"
"632777","4212262"
"632671","4212365"
"632297","4212131"
"632224","4212147"
"632104","4212041"
