X,Y
"631568","4213853"
"631585","4213820"
"631956","4214044"
"632063","4214128"
"632124","4214156"
"632216","4214232"
"632177","4214284"
"632050","4214197"
"631994","4214141"
"631906","4214068"
"631777","4214012"
"631708","4213960"
"631615","4213915"
"631559","4213868"
