SAMPLE_1,X,Y
376.071502685547,"631781","4213858"
378.916534423828,"631787","4213863"
374.801513671875,"631792","4213868"
371.603637695312,"631795","4213855"
371.045227050781,"631810","4213886"
373.422821044922,"631816","4213891"
373.422821044922,"631821","4213896"
371.045227050781,"631824","4213884"
380.503814697266,"631735","4213948"
