X,Y,SAMPLE_1
"631591","4213831",398.046569824219
"631656","4213866",395.190032958984
"631723","4213904",386.684722900391
"631790","4213941",375.182830810547
"631863","4213991",370.528137207031
"631953","4214044",373.273651123047
"632020","4214092",373.9833984375
"632065","4214131",369.762115478516
"632135","4214180",362.880798339844
"632171","4214206",358.609710693359
"632204","4214228",355.141235351562
