X,Y,Z,SAMPLE_1,X,Y
631969.9031,4213401.2881,0,424.457458496094,"631970","4213401"
631979.9031,4213401.2881,0,424.457458496094,"631980","4213401"
630949.9031,4213391.2881,0,419.435729980469,"630950","4213391"
630959.9031,4213391.2881,0,421.736267089844,"630960","4213391"
630969.9031,4213391.2881,0,421.736267089844,"630970","4213391"
630979.9031,4213391.2881,0,426.336120605469,"630980","4213391"
630989.9031,4213391.2881,0,426.336120605469,"630990","4213391"
630999.9031,4213391.2881,0,426.336120605469,"631000","4213391"
631009.9031,4213391.2881,0,429.195648193359,"631010","4213391"
631019.9031,4213391.2881,0,429.195648193359,"631020","4213391"
631029.9031,4213391.2881,0,432.571319580078,"631030","4213391"
631039.9031,4213391.2881,0,432.571319580078,"631040","4213391"
631049.9031,4213391.2881,0,432.571319580078,"631050","4213391"
631059.9031,4213391.2881,0,435.144653320312,"631060","4213391"
631069.9031,4213391.2881,0,435.144653320312,"631070","4213391"
631079.9031,4213391.2881,0,436.754089355469,"631080","4213391"
631089.9031,4213391.2881,0,436.754089355469,"631090","4213391"
631099.9031,4213391.2881,0,436.754089355469,"631100","4213391"
631109.9031,4213391.2881,0,438.190979003906,"631110","4213391"
631119.9031,4213391.2881,0,438.190979003906,"631120","4213391"
631129.9031,4213391.2881,0,441.299102783203,"631130","4213391"
631139.9031,4213391.2881,0,441.299102783203,"631140","4213391"
631149.9031,4213391.2881,0,441.299102783203,"631150","4213391"
631159.9031,4213391.2881,0,439.680816650391,"631160","4213391"
631169.9031,4213391.2881,0,439.680816650391,"631170","4213391"
631179.9031,4213391.2881,0,436.925079345703,"631180","4213391"
631189.9031,4213391.2881,0,436.925079345703,"631190","4213391"
631199.9031,4213391.2881,0,436.925079345703,"631200","4213391"
631209.9031,4213391.2881,0,433.344940185547,"631210","4213391"
631219.9031,4213391.2881,0,433.344940185547,"631220","4213391"
631229.9031,4213391.2881,0,429.540069580078,"631230","4213391"
631239.9031,4213391.2881,0,429.540069580078,"631240","4213391"
631249.9031,4213391.2881,0,429.540069580078,"631250","4213391"
631259.9031,4213391.2881,0,425.540283203125,"631260","4213391"
631269.9031,4213391.2881,0,425.540283203125,"631270","4213391"
631279.9031,4213391.2881,0,425.740753173828,"631280","4213391"
631289.9031,4213391.2881,0,425.740753173828,"631290","4213391"
631299.9031,4213391.2881,0,425.740753173828,"631300","4213391"
631309.9031,4213391.2881,0,423.345123291016,"631310","4213391"
631319.9031,4213391.2881,0,423.345123291016,"631320","4213391"
631329.9031,4213391.2881,0,422.008331298828,"631330","4213391"
631339.9031,4213391.2881,0,422.008331298828,"631340","4213391"
631349.9031,4213391.2881,0,422.008331298828,"631350","4213391"
631359.9031,4213391.2881,0,422.268005371094,"631360","4213391"
631369.9031,4213391.2881,0,422.268005371094,"631370","4213391"
631379.9031,4213391.2881,0,423.422821044922,"631380","4213391"
631389.9031,4213391.2881,0,423.422821044922,"631390","4213391"
631399.9031,4213391.2881,0,423.422821044922,"631400","4213391"
631409.9031,4213391.2881,0,425.004150390625,"631410","4213391"
631419.9031,4213391.2881,0,425.004150390625,"631420","4213391"
631429.9031,4213391.2881,0,434.670562744141,"631430","4213391"
631439.9031,4213391.2881,0,434.670562744141,"631440","4213391"
631449.9031,4213391.2881,0,434.670562744141,"631450","4213391"
631459.9031,4213391.2881,0,435.907897949219,"631460","4213391"
631469.9031,4213391.2881,0,435.907897949219,"631470","4213391"
631479.9031,4213391.2881,0,435.907897949219,"631480","4213391"
631489.9031,4213391.2881,0,435.527160644531,"631490","4213391"
631499.9031,4213391.2881,0,435.527160644531,"631500","4213391"
631509.9031,4213391.2881,0,434.381561279297,"631510","4213391"
631519.9031,4213391.2881,0,434.381561279297,"631520","4213391"
631529.9031,4213391.2881,0,434.381561279297,"631530","4213391"
631539.9031,4213391.2881,0,433.556457519531,"631540","4213391"
631549.9031,4213391.2881,0,433.556457519531,"631550","4213391"
631559.9031,4213391.2881,0,432.692810058594,"631560","4213391"
631569.9031,4213391.2881,0,432.692810058594,"631570","4213391"
631579.9031,4213391.2881,0,435.963684082031,"631580","4213391"
631589.9031,4213391.2881,0,434.188537597656,"631590","4213391"
631599.9031,4213391.2881,0,434.188537597656,"631600","4213391"
631609.9031,4213391.2881,0,432.221130371094,"631610","4213391"
631619.9031,4213391.2881,0,432.221130371094,"631620","4213391"
631629.9031,4213391.2881,0,432.221130371094,"631630","4213391"
631639.9031,4213391.2881,0,430.627807617188,"631640","4213391"
631649.9031,4213391.2881,0,430.627807617188,"631650","4213391"
631659.9031,4213391.2881,0,429.788604736328,"631660","4213391"
631669.9031,4213391.2881,0,429.788604736328,"631670","4213391"
631679.9031,4213391.2881,0,429.788604736328,"631680","4213391"
631689.9031,4213391.2881,0,428.543701171875,"631690","4213391"
631699.9031,4213391.2881,0,428.543701171875,"631700","4213391"
631709.9031,4213391.2881,0,427.317169189453,"631710","4213391"
631719.9031,4213391.2881,0,427.317169189453,"631720","4213391"
631729.9031,4213391.2881,0,427.918060302734,"631730","4213391"
631739.9031,4213391.2881,0,426.600036621094,"631740","4213391"
631749.9031,4213391.2881,0,426.600036621094,"631750","4213391"
631759.9031,4213391.2881,0,425.548980712891,"631760","4213391"
631769.9031,4213391.2881,0,425.548980712891,"631770","4213391"
631779.9031,4213391.2881,0,425.548980712891,"631780","4213391"
631789.9031,4213391.2881,0,424.395751953125,"631790","4213391"
631799.9031,4213391.2881,0,424.395751953125,"631800","4213391"
631809.9031,4213391.2881,0,422.917724609375,"631810","4213391"
631819.9031,4213391.2881,0,422.917724609375,"631820","4213391"
631829.9031,4213391.2881,0,422.917724609375,"631830","4213391"
631839.9031,4213391.2881,0,421.753875732422,"631840","4213391"
631849.9031,4213391.2881,0,421.753875732422,"631850","4213391"
631859.9031,4213391.2881,0,420.321166992188,"631860","4213391"
631869.9031,4213391.2881,0,420.321166992188,"631870","4213391"
631879.9031,4213391.2881,0,421.020935058594,"631880","4213391"
631889.9031,4213391.2881,0,420.108093261719,"631890","4213391"
631899.9031,4213391.2881,0,420.108093261719,"631900","4213391"
631909.9031,4213391.2881,0,420.622375488281,"631910","4213391"
631919.9031,4213391.2881,0,420.622375488281,"631920","4213391"
631929.9031,4213391.2881,0,420.622375488281,"631930","4213391"
631939.9031,4213391.2881,0,421.697113037109,"631940","4213391"
631949.9031,4213391.2881,0,421.697113037109,"631950","4213391"
631959.9031,4213391.2881,0,424.457458496094,"631960","4213391"
631969.9031,4213391.2881,0,424.457458496094,"631970","4213391"
631979.9031,4213391.2881,0,424.457458496094,"631980","4213391"
630949.9031,4213381.2881,0,421.841644287109,"630950","4213381"
630959.9031,4213381.2881,0,423.953582763672,"630960","4213381"
630969.9031,4213381.2881,0,423.953582763672,"630970","4213381"
630979.9031,4213381.2881,0,426.336120605469,"630980","4213381"
630989.9031,4213381.2881,0,426.336120605469,"630990","4213381"
630999.9031,4213381.2881,0,426.336120605469,"631000","4213381"
631009.9031,4213381.2881,0,429.195648193359,"631010","4213381"
631019.9031,4213381.2881,0,429.195648193359,"631020","4213381"
631029.9031,4213381.2881,0,432.571319580078,"631030","4213381"
631039.9031,4213381.2881,0,432.571319580078,"631040","4213381"
631049.9031,4213381.2881,0,432.571319580078,"631050","4213381"
631059.9031,4213381.2881,0,435.144653320312,"631060","4213381"
631069.9031,4213381.2881,0,437.435211181641,"631070","4213381"
631079.9031,4213381.2881,0,439.437133789062,"631080","4213381"
631089.9031,4213381.2881,0,439.437133789062,"631090","4213381"
631099.9031,4213381.2881,0,439.437133789062,"631100","4213381"
631109.9031,4213381.2881,0,440.907745361328,"631110","4213381"
631119.9031,4213381.2881,0,440.907745361328,"631120","4213381"
631129.9031,4213381.2881,0,441.299102783203,"631130","4213381"
631139.9031,4213381.2881,0,441.299102783203,"631140","4213381"
631149.9031,4213381.2881,0,441.299102783203,"631150","4213381"
631159.9031,4213381.2881,0,439.680816650391,"631160","4213381"
631169.9031,4213381.2881,0,439.680816650391,"631170","4213381"
631179.9031,4213381.2881,0,436.925079345703,"631180","4213381"
631189.9031,4213381.2881,0,436.925079345703,"631190","4213381"
631199.9031,4213381.2881,0,436.925079345703,"631200","4213381"
631209.9031,4213381.2881,0,433.344940185547,"631210","4213381"
631219.9031,4213381.2881,0,437.476654052734,"631220","4213381"
631229.9031,4213381.2881,0,433.738067626953,"631230","4213381"
631239.9031,4213381.2881,0,433.738067626953,"631240","4213381"
631249.9031,4213381.2881,0,433.738067626953,"631250","4213381"
631259.9031,4213381.2881,0,429.744812011719,"631260","4213381"
631269.9031,4213381.2881,0,429.744812011719,"631270","4213381"
631279.9031,4213381.2881,0,429.744812011719,"631280","4213381"
631289.9031,4213381.2881,0,425.740753173828,"631290","4213381"
631299.9031,4213381.2881,0,425.740753173828,"631300","4213381"
631309.9031,4213381.2881,0,423.345123291016,"631310","4213381"
631319.9031,4213381.2881,0,423.345123291016,"631320","4213381"
631329.9031,4213381.2881,0,423.345123291016,"631330","4213381"
631339.9031,4213381.2881,0,422.008331298828,"631340","4213381"
631349.9031,4213381.2881,0,422.008331298828,"631350","4213381"
631359.9031,4213381.2881,0,422.268005371094,"631360","4213381"
631369.9031,4213381.2881,0,429.501617431641,"631370","4213381"
631379.9031,4213381.2881,0,429.501617431641,"631380","4213381"
631389.9031,4213381.2881,0,431.313934326172,"631390","4213381"
631399.9031,4213381.2881,0,431.313934326172,"631400","4213381"
631409.9031,4213381.2881,0,433.096038818359,"631410","4213381"
631419.9031,4213381.2881,0,433.096038818359,"631420","4213381"
631429.9031,4213381.2881,0,433.096038818359,"631430","4213381"
631439.9031,4213381.2881,0,434.670562744141,"631440","4213381"
631449.9031,4213381.2881,0,434.670562744141,"631450","4213381"
631459.9031,4213381.2881,0,435.907897949219,"631460","4213381"
631469.9031,4213381.2881,0,435.907897949219,"631470","4213381"
631479.9031,4213381.2881,0,435.907897949219,"631480","4213381"
631489.9031,4213381.2881,0,435.527160644531,"631490","4213381"
631499.9031,4213381.2881,0,435.527160644531,"631500","4213381"
631509.9031,4213381.2881,0,434.381561279297,"631510","4213381"
631519.9031,4213381.2881,0,439.859680175781,"631520","4213381"
631529.9031,4213381.2881,0,439.859680175781,"631530","4213381"
631539.9031,4213381.2881,0,437.922393798828,"631540","4213381"
631549.9031,4213381.2881,0,437.922393798828,"631550","4213381"
631559.9031,4213381.2881,0,435.963684082031,"631560","4213381"
631569.9031,4213381.2881,0,435.963684082031,"631570","4213381"
631579.9031,4213381.2881,0,435.963684082031,"631580","4213381"
631589.9031,4213381.2881,0,434.188537597656,"631590","4213381"
631599.9031,4213381.2881,0,434.188537597656,"631600","4213381"
631609.9031,4213381.2881,0,432.221130371094,"631610","4213381"
631619.9031,4213381.2881,0,432.221130371094,"631620","4213381"
631629.9031,4213381.2881,0,432.221130371094,"631630","4213381"
631639.9031,4213381.2881,0,430.627807617188,"631640","4213381"
631649.9031,4213381.2881,0,430.627807617188,"631650","4213381"
631659.9031,4213381.2881,0,429.788604736328,"631660","4213381"
631669.9031,4213381.2881,0,429.962005615234,"631670","4213381"
631679.9031,4213381.2881,0,429.962005615234,"631680","4213381"
631689.9031,4213381.2881,0,429.021911621094,"631690","4213381"
631699.9031,4213381.2881,0,429.021911621094,"631700","4213381"
631709.9031,4213381.2881,0,427.918060302734,"631710","4213381"
631719.9031,4213381.2881,0,427.918060302734,"631720","4213381"
631729.9031,4213381.2881,0,427.918060302734,"631730","4213381"
631739.9031,4213381.2881,0,426.600036621094,"631740","4213381"
631749.9031,4213381.2881,0,426.600036621094,"631750","4213381"
631759.9031,4213381.2881,0,425.548980712891,"631760","4213381"
631769.9031,4213381.2881,0,425.548980712891,"631770","4213381"
631779.9031,4213381.2881,0,425.548980712891,"631780","4213381"
631789.9031,4213381.2881,0,424.395751953125,"631790","4213381"
631799.9031,4213381.2881,0,424.395751953125,"631800","4213381"
631809.9031,4213381.2881,0,422.917724609375,"631810","4213381"
631819.9031,4213381.2881,0,424.781677246094,"631820","4213381"
631829.9031,4213381.2881,0,424.781677246094,"631830","4213381"
631839.9031,4213381.2881,0,422.832977294922,"631840","4213381"
631849.9031,4213381.2881,0,422.832977294922,"631850","4213381"
631859.9031,4213381.2881,0,421.020935058594,"631860","4213381"
631869.9031,4213381.2881,0,421.020935058594,"631870","4213381"
631879.9031,4213381.2881,0,421.020935058594,"631880","4213381"
631889.9031,4213381.2881,0,420.108093261719,"631890","4213381"
631899.9031,4213381.2881,0,420.108093261719,"631900","4213381"
631909.9031,4213381.2881,0,420.108093261719,"631910","4213381"
631919.9031,4213381.2881,0,420.622375488281,"631920","4213381"
631929.9031,4213381.2881,0,420.622375488281,"631930","4213381"
631939.9031,4213381.2881,0,421.697113037109,"631940","4213381"
631949.9031,4213381.2881,0,421.697113037109,"631950","4213381"
631959.9031,4213381.2881,0,421.697113037109,"631960","4213381"
631969.9031,4213381.2881,0,421.072631835938,"631970","4213381"
631979.9031,4213381.2881,0,421.072631835938,"631980","4213381"
630949.9031,4213371.2881,0,421.841644287109,"630950","4213371"
630959.9031,4213371.2881,0,423.953582763672,"630960","4213371"
630969.9031,4213371.2881,0,423.953582763672,"630970","4213371"
630979.9031,4213371.2881,0,426.336120605469,"630980","4213371"
630989.9031,4213371.2881,0,426.336120605469,"630990","4213371"
630999.9031,4213371.2881,0,426.336120605469,"631000","4213371"
631009.9031,4213371.2881,0,431.292510986328,"631010","4213371"
631019.9031,4213371.2881,0,431.292510986328,"631020","4213371"
631029.9031,4213371.2881,0,434.758575439453,"631030","4213371"
631039.9031,4213371.2881,0,434.758575439453,"631040","4213371"
631049.9031,4213371.2881,0,434.758575439453,"631050","4213371"
631059.9031,4213371.2881,0,437.435211181641,"631060","4213371"
631069.9031,4213371.2881,0,437.435211181641,"631070","4213371"
631079.9031,4213371.2881,0,437.435211181641,"631080","4213371"
631089.9031,4213371.2881,0,439.437133789062,"631090","4213371"
631099.9031,4213371.2881,0,439.437133789062,"631100","4213371"
631109.9031,4213371.2881,0,440.907745361328,"631110","4213371"
631119.9031,4213371.2881,0,440.907745361328,"631120","4213371"
631129.9031,4213371.2881,0,440.907745361328,"631130","4213371"
631139.9031,4213371.2881,0,441.299102783203,"631140","4213371"
631149.9031,4213371.2881,0,441.299102783203,"631150","4213371"
631159.9031,4213371.2881,0,443.887268066406,"631160","4213371"
631169.9031,4213371.2881,0,443.887268066406,"631170","4213371"
631179.9031,4213371.2881,0,443.887268066406,"631180","4213371"
631189.9031,4213371.2881,0,441.408935546875,"631190","4213371"
631199.9031,4213371.2881,0,441.408935546875,"631200","4213371"
631209.9031,4213371.2881,0,437.476654052734,"631210","4213371"
631219.9031,4213371.2881,0,437.476654052734,"631220","4213371"
631229.9031,4213371.2881,0,437.476654052734,"631230","4213371"
631239.9031,4213371.2881,0,433.738067626953,"631240","4213371"
631249.9031,4213371.2881,0,433.738067626953,"631250","4213371"
631259.9031,4213371.2881,0,429.744812011719,"631260","4213371"
631269.9031,4213371.2881,0,429.744812011719,"631270","4213371"
631279.9031,4213371.2881,0,429.744812011719,"631280","4213371"
631289.9031,4213371.2881,0,425.740753173828,"631290","4213371"
631299.9031,4213371.2881,0,425.740753173828,"631300","4213371"
631309.9031,4213371.2881,0,429.929382324219,"631310","4213371"
631319.9031,4213371.2881,0,429.929382324219,"631320","4213371"
631329.9031,4213371.2881,0,429.929382324219,"631330","4213371"
631339.9031,4213371.2881,0,428.721588134766,"631340","4213371"
631349.9031,4213371.2881,0,428.721588134766,"631350","4213371"
631359.9031,4213371.2881,0,429.501617431641,"631360","4213371"
631369.9031,4213371.2881,0,429.501617431641,"631370","4213371"
631379.9031,4213371.2881,0,429.501617431641,"631380","4213371"
631389.9031,4213371.2881,0,431.313934326172,"631390","4213371"
631399.9031,4213371.2881,0,431.313934326172,"631400","4213371"
631409.9031,4213371.2881,0,433.096038818359,"631410","4213371"
631419.9031,4213371.2881,0,433.096038818359,"631420","4213371"
631429.9031,4213371.2881,0,433.096038818359,"631430","4213371"
631439.9031,4213371.2881,0,434.670562744141,"631440","4213371"
631449.9031,4213371.2881,0,434.670562744141,"631450","4213371"
631459.9031,4213371.2881,0,441.620391845703,"631460","4213371"
631469.9031,4213371.2881,0,441.620391845703,"631470","4213371"
631479.9031,4213371.2881,0,441.620391845703,"631480","4213371"
631489.9031,4213371.2881,0,441.132629394531,"631490","4213371"
631499.9031,4213371.2881,0,441.132629394531,"631500","4213371"
631509.9031,4213371.2881,0,439.859680175781,"631510","4213371"
631519.9031,4213371.2881,0,439.859680175781,"631520","4213371"
631529.9031,4213371.2881,0,439.859680175781,"631530","4213371"
631539.9031,4213371.2881,0,437.922393798828,"631540","4213371"
631549.9031,4213371.2881,0,437.922393798828,"631550","4213371"
631559.9031,4213371.2881,0,435.963684082031,"631560","4213371"
631569.9031,4213371.2881,0,435.963684082031,"631570","4213371"
631579.9031,4213371.2881,0,435.963684082031,"631580","4213371"
631589.9031,4213371.2881,0,434.188537597656,"631590","4213371"
631599.9031,4213371.2881,0,434.188537597656,"631600","4213371"
631609.9031,4213371.2881,0,433.693908691406,"631610","4213371"
631619.9031,4213371.2881,0,433.693908691406,"631620","4213371"
631629.9031,4213371.2881,0,433.693908691406,"631630","4213371"
631639.9031,4213371.2881,0,431.230255126953,"631640","4213371"
631649.9031,4213371.2881,0,431.230255126953,"631650","4213371"
631659.9031,4213371.2881,0,429.962005615234,"631660","4213371"
631669.9031,4213371.2881,0,429.962005615234,"631670","4213371"
631679.9031,4213371.2881,0,429.962005615234,"631680","4213371"
631689.9031,4213371.2881,0,429.021911621094,"631690","4213371"
631699.9031,4213371.2881,0,429.021911621094,"631700","4213371"
631709.9031,4213371.2881,0,429.021911621094,"631710","4213371"
631719.9031,4213371.2881,0,427.918060302734,"631720","4213371"
631729.9031,4213371.2881,0,427.918060302734,"631730","4213371"
631739.9031,4213371.2881,0,426.600036621094,"631740","4213371"
631749.9031,4213371.2881,0,426.600036621094,"631750","4213371"
631759.9031,4213371.2881,0,429.403686523438,"631760","4213371"
631769.9031,4213371.2881,0,428.170776367188,"631770","4213371"
631779.9031,4213371.2881,0,428.170776367188,"631780","4213371"
631789.9031,4213371.2881,0,426.853271484375,"631790","4213371"
631799.9031,4213371.2881,0,426.853271484375,"631800","4213371"
631809.9031,4213371.2881,0,426.853271484375,"631810","4213371"
631819.9031,4213371.2881,0,424.781677246094,"631820","4213371"
631829.9031,4213371.2881,0,424.781677246094,"631830","4213371"
631839.9031,4213371.2881,0,422.832977294922,"631840","4213371"
631849.9031,4213371.2881,0,422.832977294922,"631850","4213371"
631859.9031,4213371.2881,0,422.832977294922,"631860","4213371"
631869.9031,4213371.2881,0,421.020935058594,"631870","4213371"
631879.9031,4213371.2881,0,421.020935058594,"631880","4213371"
631889.9031,4213371.2881,0,420.108093261719,"631890","4213371"
631899.9031,4213371.2881,0,420.108093261719,"631900","4213371"
631909.9031,4213371.2881,0,419.866027832031,"631910","4213371"
631919.9031,4213371.2881,0,419.389221191406,"631920","4213371"
631929.9031,4213371.2881,0,419.389221191406,"631930","4213371"
631939.9031,4213371.2881,0,419.380737304688,"631940","4213371"
631949.9031,4213371.2881,0,419.380737304688,"631950","4213371"
631959.9031,4213371.2881,0,419.380737304688,"631960","4213371"
631969.9031,4213371.2881,0,421.072631835938,"631970","4213371"
631979.9031,4213371.2881,0,421.072631835938,"631980","4213371"
630949.9031,4213361.2881,0,424.371032714844,"630950","4213361"
630959.9031,4213361.2881,0,426.584686279297,"630960","4213361"
630969.9031,4213361.2881,0,426.584686279297,"630970","4213361"
630979.9031,4213361.2881,0,426.584686279297,"630980","4213361"
630989.9031,4213361.2881,0,428.449340820312,"630990","4213361"
630999.9031,4213361.2881,0,428.449340820312,"631000","4213361"
631009.9031,4213361.2881,0,431.292510986328,"631010","4213361"
631019.9031,4213361.2881,0,431.292510986328,"631020","4213361"
631029.9031,4213361.2881,0,431.292510986328,"631030","4213361"
631039.9031,4213361.2881,0,434.758575439453,"631040","4213361"
631049.9031,4213361.2881,0,434.758575439453,"631050","4213361"
631059.9031,4213361.2881,0,437.435211181641,"631060","4213361"
631069.9031,4213361.2881,0,437.435211181641,"631070","4213361"
631079.9031,4213361.2881,0,437.435211181641,"631080","4213361"
631089.9031,4213361.2881,0,439.437133789062,"631090","4213361"
631099.9031,4213361.2881,0,442.278533935547,"631100","4213361"
631109.9031,4213361.2881,0,443.924346923828,"631110","4213361"
631119.9031,4213361.2881,0,443.924346923828,"631120","4213361"
631129.9031,4213361.2881,0,443.924346923828,"631130","4213361"
631139.9031,4213361.2881,0,444.881378173828,"631140","4213361"
631149.9031,4213361.2881,0,444.881378173828,"631150","4213361"
631159.9031,4213361.2881,0,443.887268066406,"631160","4213361"
631169.9031,4213361.2881,0,443.887268066406,"631170","4213361"
631179.9031,4213361.2881,0,443.887268066406,"631180","4213361"
631189.9031,4213361.2881,0,441.408935546875,"631190","4213361"
631199.9031,4213361.2881,0,441.408935546875,"631200","4213361"
631209.9031,4213361.2881,0,437.476654052734,"631210","4213361"
631219.9031,4213361.2881,0,437.476654052734,"631220","4213361"
631229.9031,4213361.2881,0,437.476654052734,"631230","4213361"
631239.9031,4213361.2881,0,433.738067626953,"631240","4213361"
631249.9031,4213361.2881,0,438.984100341797,"631250","4213361"
631259.9031,4213361.2881,0,435.023223876953,"631260","4213361"
631269.9031,4213361.2881,0,435.023223876953,"631270","4213361"
