,X,Y,Z,t,tt
0,631920.0624062886,4211450.746760448,270,4258596.05476508,1701.6564714545384
1,631954.0215102956,4211401.157943299,250,4258552.054211524,1745.657025010325
2,631976.6609129669,4211368.098731866,230,4258522.720727829,1774.9905087053776
3,632021.9397183097,4211301.980309002,270,4258464.0542852795,1833.656951255165
