,X,Y,Z,t,tt
0,630780.7454304362,4213114.435566189,372.71126483699993,4260072.4871746,225.22406193427742
1,630844.6907793989,4213021.059303478,430.0,4259989.609144505,308.10209202952683
2,630969.2074940914,4212839.233640601,240.0,4259828.230023747,469.48121278733015
3,631037.1257021055,4212740.056006304,340.0,4259740.207277243,557.5039592916146
