,X,Y,Z,t,tt
0,630927.9809448561,4212265.248865647,323.47429888000005,4259254.470437324,798.0440551713109
1,631161.23847895,4211924.634307493,400.0,4258952.175599603,1100.338892892003
2,631240.4763882998,4211808.927067481,0.0,4258849.489845379,1203.0246471157297
3,631251.7960896355,4211792.3974617645,370.0,4258834.820626777,1217.69386571832
4,631364.9931029923,4211627.101404604,220.0,4258688.130845188,1364.3836473068222
