,X,Y,Z,t,tt
0,630855.1127893705,4212371.654665877,404.91074,4259348.909207255,703.6052852403373
1,631014.0823615862,4212139.519181803,270.0,4259142.88339705,909.6310954447836
2,630957.4838549078,4212222.167210383,130.0,4259216.234516751,836.2799757439643
3,631104.6399722716,4212007.282336074,0.0,4259025.523878279,1026.9906142158434
