,X,Y,Z,t,tt
0,632314.1389413482,4212143.667860863,377.95956,4259339.790273312,1448.3625278538093
1,632362.3386340757,4212073.284209385,345.0,4259277.34232853,1510.8104726355523
3,632364.0204613834,4212070.828319054,393.27893,4259275.1633523805,1512.9894487848505
