,X,Y,Z,t,tt
0,631398.9522069993,4211577.512587455,80,4258644.124763236,1408.3897292586043
1,631614.0265323772,4211263.450078849,3,4258365.428715864,1687.085776630789
2,631625.346233713,4211246.920473133,0,4258350.7609401215,1701.7535523734987
3,631614.0265323772,4211263.450078849,70,4258365.428715864,1687.085776630789
