,X,Y,Z,t,tt
0,630776.3686335369,4212486.640901841,395,4259450.965441789,601.5490507064387
1,630821.6474388796,4212420.522478977,350,4259392.281661735,660.2328307600692
2,630866.9262442223,4212354.404056112,360,4259333.598580858,718.9159116372466
