,X,Y,Z,t,tt
0,632977,4212458,385.54425,4259759.50139328,1519.1570561416447
1,632974.4103818983,4212447.877572579,325.0,4259738.692157541,1539.966291880235
2,632991.4588893212,4212422.982471633,383.88483,4259716.60680403,1562.0516453916207
