,X,Y,Z,t,tt
0,631353.6734016566,4211643.63101032,300,4258702.799626614,1349.7148658810183
1,631591.3871297059,4211296.509290281,200,4258394.764398544,1657.75009395089
2,631546.1083243631,4211362.627713146,290,4258453.436288651,1599.0782038439065
