,X,Y,Z,t,tt
0,632407,4212007,360,4259218.679433164,1569.4733680011705
1,632418.9371407542,4211990.636180804,390,4259204.013818664,1584.1389825018123
2,632560,4211863,310,4259086.690477214,1701.462323951535
