SAMPLE_1,X,Y
370,"632010","4213101"
362,"632050","4212982"
350,"632165","4212832"
380.950561523438,"632195","4213189"
354.778503417969,"632269","4213081"
328.908447265625,"632389","4212959"
392.300567626953,"632364","4213358"
355.837219238281,"632481","4213238"
317.271209716797,"632606","4213099"
346.244140625,"632661","4213558"
315.517395019531,"632768","4213423"
306.975524902344,"632873","4213248"
