,X,Y,Z,t,tt
2,632245.7492817184,4211609.348046521,244,4258801.238381247,1741.685625766404
2,632245.7492817184,4211609.348046521,244,4258801.238381247,1741.685625766404
2,632245.7492817184,4211609.348046521,244,4258801.238381247,1741.685625766404
2,632245.7492817184,4211609.348046521,244,4258801.238381247,1741.685625766404
