,X,Y,Z,t,tt
0,631928.196355074,4212707.240926175,349.79282,4259839.849466222,948.3033349430189
1,631954.8293859912,4212668.350015164,100.0,4259805.339872207,982.812928958796
2,632068.026399348,4212503.053958003,0.0,4259658.668203577,1129.484597587958
3,632068.026399348,4212503.053958003,0.0,4259658.668203577,1129.484597587958
