Z,X,Y
432.221130371094,"631618","4213384"
431.230255126953,"631634","4213373"
440.523376464844,"631757","4213306"
426.227233886719,"631859","4213532"
425.298278808594,"631867","4213522"
421.373718261719,"631925","4213423"
