,X,Y,Z,t,tt
0,631071.4887439603,4213324.063225089,180.0,4260322.861668712,220.06233830098063
1,631116.767549303,4213257.944802224,140.0,4260264.180038715,278.74396829865873
2,631149.4480634923,4213210.223047194,138.51813532499995,4260221.826311423,321.0976955899969
