,X,Y,Z,t,tt
0,631557.4280256989,4211346.098107429,295,4258438.7682505315,1613.7462419634685
1,631636.6659350486,4211230.390867417,229,4258336.093208106,1716.4212843887508
2,631647.9856363843,4211213.8612617,230,4258321.425519824,1731.0889726709574
3,631727.2235457341,4211098.154021688,250,4258218.752926353,1833.7615661416203
