,X,Y,Z,t,tt
0,633325.7250611521,4212569.055831313,130,4259910.741338573,1613.1939594214782
1,633359.6841651591,4212519.467014165,120,4259866.752552137,1657.1827458580956
2,633348.3644638235,4212535.996619881,100,4259881.415437201,1642.5198607938364
3,633382.3235678305,4212486.407802733,80,4259837.426913257,1686.5083847381175
