SAMPLE_1,X,Y
436.889465332031,"631090","4212433"
428.952423095703,"631115","4212433"
422.577209472656,"631160","4212431"
421.50927734375,"631457","4212630"
395.076995849609,"631497","4212560"
385.665313720703,"631517","4212531"
413.197174072266,"631534","4212715"
375.944671630859,"631641","4212668"
357.472076416016,"631768","4212643"
414.280548095703,"631579","4212812"
372.23046875,"631706","4212795"
351.113372802734,"631895","4212703"
