,X,Y,sample,t,tt,Z
0,633387.3775699274,4212479.027690783,338.57788,4259830.880304945,1693.054993050173,339
1,633429.0,4212417.0,250.0,4259775.73117764,1748.204120354727,270
2,633495.5205811873,4212321.111745572,240.0,4259690.801343905,1833.1339540900663,260
