,X,Y,Z,t,tt
0,631625.346233713,4211246.920473133,75,4258350.7609401215,1701.7535523734987
1,631681.9447403913,4211164.272444552,9,4258277.422717366,1775.0917751286179
2,631693.2644417271,4211147.742838836,10,4258262.755204013,1789.759288482368
3,631727.2235457341,4211098.154021688,30,4258218.752926353,1833.7615661416203
